date,admin2,distance_travelled,urban,poverty
1-Mar,COUNTRY.1.,6.993,1,8
1-Mar,COUNTRY.1.,10.436,1,8
1-Mar,COUNTRY.3.,0.244,1,8
1-Mar,COUNTRY.1.,3.663,1,8
1-Mar,COUNTRY.1.,1.494,1,8
1-Mar,COUNTRY.1.,5.188,1,8
1-Mar,COUNTRY.1.,0,1,8
1-Mar,-1,0,-1,-1
1-Mar,COUNTRY.11.,0,1,8
1-Mar,-1,0,-1,-1
1-Mar,COUNTRY.1.,25.542,0,6
1-Mar,COUNTRY.1.,28.552,1,8
1-Mar,COUNTRY.1.,16.474,1,8
1-Mar,-1,0,-1,-1
1-Mar,COUNTRY.1.,28.025,1,8
1-Mar,COUNTRY.1.,44.531,1,8
1-Mar,COUNTRY.8.,1.054,1,7
1-Mar,COUNTRY.1.,2.47,1,8
1-Mar,-1,0,-1,-1
1-Mar,COUNTRY.1.,18.393,1,8
1-Mar,COUNTRY.1.,242.404,-1,8
1-Mar,COUNTRY.5.,9.129,1,6
1-Mar,COUNTRY.3.,2.256,0,7
1-Mar,COUNTRY.1.,18.904,1,8
1-Mar,-1,0,-1,-1
1-Mar,COUNTRY.13.,0,1,8
1-Mar,COUNTRY.3.,46.848,0,7
1-Mar,COUNTRY.1.,78.034,1,8
1-Mar,-1,0,-1,-1
1-Mar,COUNTRY.1.,0.001,1,8
1-Mar,COUNTRY.1.,0.033,1,8
1-Mar,-1,4.44,-1,-1
1-Mar,COUNTRY.1.,243.057,1,8
1-Mar,COUNTRY.1.,4.26,1,8
1-Mar,-1,0.503,-1,-1
1-Mar,COUNTRY.1.,30.825,1,8
1-Mar,COUNTRY.1.,0.128,1,8
1-Mar,COUNTRY.1.,77.552,1,8
1-Mar,-1,84.537,-1,-1
1-Mar,COUNTRY.1.,77.146,1,8
1-Mar,-1,34.379,-1,-1
1-Mar,-1,1.823,-1,-1
1-Mar,COUNTRY.1.,4.05,1,8
1-Mar,-1,0,-1,-1
1-Mar,COUNTRY.1.,0,1,8
1-Mar,COUNTRY.1.,1.297,1,8
1-Mar,COUNTRY.10.,234.832,1,8
1-Apr,COUNTRY.1.,46.689,1,8
1-Apr,COUNTRY.1.,0.179,1,8
1-Apr,-1,0,-1,-1
1-Apr,-1,2.47,-1,-1
1-Apr,COUNTRY.1.,4.091,1,8
1-Apr,COUNTRY.1.,63.614,1,8
1-Apr,COUNTRY.1.,2.651,1,8
1-Apr,COUNTRY.1.,24.774,1,8
1-Apr,COUNTRY.1.,35.355,1,8
1-Apr,COUNTRY.1.,1.318,1,8
1-Apr,COUNTRY.1.,32.773,1,8
1-Apr,COUNTRY.1.,22.727,1,8
1-Apr,COUNTRY.1.,2.729,1,8
1-Apr,-1,0,-1,-1
1-Apr,COUNTRY.1.,5.226,1,8
1-Apr,COUNTRY.1.,0.076,1,8
1-Apr,COUNTRY.3.,0.475,1,7
1-Apr,-1,15.187,-1,-1
1-Apr,COUNTRY.1.,0.144,1,8
1-Apr,COUNTRY.1.,0.515,1,8
1-Apr,COUNTRY.5.,5.738,1,7
1-Apr,-1,0,-1,-1
1-Apr,COUNTRY.1.,0,1,8
1-Apr,COUNTRY.3.,1.728,1,7
1-Apr,,38.884,1,7
1-Apr,COUNTRY.14.,0.043,1,7
1-Apr,COUNTRY.1.,5.789,1,8
1-Apr,COUNTRY.1.,33.766,1,8
1-Apr,-1,13.069,-1,-1
1-Apr,COUNTRY.1.,16.191,1,8
1-Apr,COUNTRY.1.,13.82,1,8
1-Apr,COUNTRY.1.,46.742,1,8
1-Apr,COUNTRY.1.,17.274,1,8
1-Apr,COUNTRY.1.,15.762,1,8
1-Apr,COUNTRY.1.,81.158,1,8
1-Apr,COUNTRY.1.,5.057,1,8
1-Apr,COUNTRY.1.,3.245,1,8
1-Apr,-1,0,-1,-1
1-Apr,COUNTRY.1.,31.298,1,8
1-Apr,COUNTRY.1.,15.046,1,8
1-Apr,COUNTRY.1.,0.044,1,8
1-Apr,COUNTRY.1.,1.775,1,8
1-Apr,COUNTRY.11.,0.686,1,7
1-Apr,-1,0.19,-1,-1
1-Apr,-1,1.276,-1,-1
1-Apr,-1,0,-1,-1
1-Apr,COUNTRY.1.,2.949,1,8
1-Apr,COUNTRY.1.,21.302,1,8
1-Apr,COUNTRY.12.,0,1,8
1-Apr,COUNTRY.1.,0,1,8
1-Apr,-1,2.167,-1,-1
1-Apr,COUNTRY.1.,5.171,1,8
1-Apr,-1,6.098,-1,-1
1-Apr,COUNTRY.1.,90.118,1,8
1-Apr,COUNTRY.1.,13.63,1,8
1-Apr,-1,0,-1,-1
1-Apr,-1,18.136,-1,-1
1-Apr,COUNTRY.1.,72.673,1,8
1-Apr,-1,6.247,-1,-1
1-Apr,COUNTRY.1.,53.422,1,8
1-Apr,COUNTRY.1.,11.001,1,8
1-Apr,COUNTRY.3.,3.85,1,7
1-Apr,COUNTRY.1.,9.7,1,8
1-Apr,COUNTRY.1.,25.478,1,8
1-Apr,COUNTRY.1.,31.291,1,8
1-Apr,COUNTRY.8.,0.449,1,6
1-Apr,COUNTRY.5.,4.777,1,7
1-Apr,COUNTRY.1.,208.994,1,8
1-Apr,COUNTRY.1.,0.98,1,8
1-Apr,COUNTRY.3.,0,1,7
1-Apr,COUNTRY.1.,0.946,1,8
1-Apr,-1,0,-1,-1
1-Apr,-1,4.483,-1,-1
1-Apr,COUNTRY.1.,37.687,1,8
1-Apr,-1,6.956,-1,-1
1-Apr,COUNTRY.1.,0.085,1,8
1-Apr,COUNTRY.1.,0.284,1,8
1-Apr,COUNTRY.1.,6.318,1,8
1-Apr,COUNTRY.1.,4.558,1,8
1-Apr,COUNTRY.10.,12.523,1,8
1-Apr,COUNTRY.1.,19.309,1,8
1-Apr,COUNTRY.14.,3.938,1,7
1-Apr,-1,0.541,-1,-1
1-Apr,COUNTRY.1.,14.036,1,8
1-Apr,COUNTRY.1.,1.746,1,8
1-Apr,COUNTRY.1.,47.744,1,8
1-Apr,COUNTRY.2.,2.132,1,7
1-Apr,-1,9.719,-1,-1
1-Apr,COUNTRY.1.,6.321,1,8
1-Apr,-1,0,-1,-1
1-Apr,COUNTRY.5.,27.529,1,7
1-Apr,-1,0,-1,-1
1-Apr,COUNTRY.3.,0.326,1,7
1-Apr,-1,0.338,-1,-1
1-Apr,COUNTRY.1.,34.121,1,8
1-Apr,COUNTRY.8.,2.432,1,8
1-Apr,COUNTRY.6.,0,1,6
1-Apr,-1,0.15,-1,-1
1-Apr,-1,0,-1,-1
1-Apr,-1,2.093,-1,-1
1-Apr,COUNTRY.7.,0.827,1,7
1-Apr,COUNTRY.1.,24.592,1,8
1-Apr,COUNTRY.1.,98.781,1,8
1-Apr,COUNTRY.1.,0.238,1,8
1-Apr,COUNTRY.2.,7.806,1,8
1-Apr,COUNTRY.1.,2.831,1,8
1-Apr,COUNTRY.1.,6.881,1,8
1-Apr,COUNTRY.1.,18.59,1,8
1-Apr,COUNTRY.1.,5.979,1,8
1-Apr,COUNTRY.1.,1.93,1,8
1-Apr,COUNTRY.1.,36.235,1,8
1-Apr,COUNTRY.9.,20.811,0,7
1-Apr,COUNTRY.1.,19.954,1,8
1-Apr,COUNTRY.1.,50.561,1,8
1-Apr,COUNTRY.1.,89.694,1,8
1-Apr,-1,28.697,-1,-1
1-Apr,COUNTRY.1.,20.584,1,8
1-Apr,COUNTRY.1.,3.592,1,8
1-Apr,COUNTRY.1.,4.96,1,8
1-Apr,COUNTRY.1.,0.746,1,8
1-Apr,COUNTRY.1.,17.725,1,8
1-Apr,COUNTRY.9.,0,1,7
1-Apr,COUNTRY.1.,2.199,1,8
1-Apr,COUNTRY.1.,0.968,1,8
1-Apr,COUNTRY.1.,0.329,1,8
1-Apr,COUNTRY.3.,270.134,1,7
1-Apr,COUNTRY.1.,50.301,1,8
1-Apr,-1,7.33,-1,-1
1-Apr,COUNTRY.1.,0.142,1,8
1-Apr,-1,0,-1,-1
1-Apr,COUNTRY.2.,0.581,1,8
1-Apr,COUNTRY.10.,0.315,0,6
1-Apr,-1,8.675,-1,-1
1-Apr,COUNTRY.1.,38.846,1,8
1-Apr,COUNTRY.1.,1.528,1,8
1-Apr,-1,1.564,-1,-1
1-Apr,COUNTRY.7.,0,1,7
1-Apr,-1,0,-1,-1
1-Apr,COUNTRY.11.,0.435,1,7
1-Apr,COUNTRY.1.,79.397,1,8
1-Apr,COUNTRY.1.,0.031,1,8
1-Apr,-1,2.729,-1,-1
1-Apr,COUNTRY.1.,9.171,1,8
1-Apr,-1,3.665,-1,-1
1-Apr,COUNTRY.3.,201.718,1,7
1-Apr,COUNTRY.1.,0.175,1,8
1-Apr,-1,0,-1,-1
1-Apr,COUNTRY.1.,3.501,1,8
1-Apr,COUNTRY.1.,0.594,1,8
1-Apr,-1,0,-1,-1
1-Apr,COUNTRY.1.,0,1,8
1-Apr,-1,0,-1,-1
1-Apr,COUNTRY.1.,1.529,1,8
1-Apr,COUNTRY.7.,1.064,1,7
1-Apr,-1,0,-1,-1
1-Apr,COUNTRY.7.,68.733,0,6
1-Apr,COUNTRY.1.,108.316,1,8
1-Apr,-1,0,-1,-1
1-Apr,COUNTRY.11.,2.598,1,8
1-Apr,COUNTRY.1.,0.31,0,8
1-Apr,COUNTRY.1.,6.403,1,8
1-Apr,-1,0,-1,-1
1-Apr,-1,0,-1,-1
1-Apr,COUNTRY.1.,5.491,1,8
1-Apr,-1,1.158,-1,-1
1-Apr,COUNTRY.1.,22.685,1,8
1-Apr,-1,6.981,-1,-1
1-Apr,COUNTRY.1.,0,1,8
1-Apr,-1,0,-1,-1
1-Apr,COUNTRY.1.,62.357,1,8
1-Apr,COUNTRY.1.,6.628,1,8
1-Apr,COUNTRY.1.,0.697,1,8
1-Apr,COUNTRY.1.,86.718,1,8
1-Apr,COUNTRY.1.,3.3,1,8
1-Apr,COUNTRY.3.,0.086,1,7
1-Apr,COUNTRY.1.,0,1,8
1-Apr,COUNTRY.7.,2.265,1,6
1-Apr,COUNTRY.1.,14.195,1,8
1-Apr,COUNTRY.1.,22.457,1,8
1-Apr,-1,1.764,-1,-1
1-Apr,-1,0,-1,-1
1-Apr,-1,2.368,-1,-1
1-Apr,COUNTRY.1.,29.894,1,8
1-Apr,COUNTRY.1.,63.219,1,8
1-Apr,-1,36.295,-1,-1
1-Apr,COUNTRY.1.,0,1,8
1-Apr,COUNTRY.1.,9.531,1,8
1-Apr,COUNTRY.11.,1.127,1,7
1-Apr,-1,0,-1,-1
1-Apr,COUNTRY.1.,15.761,1,8
1-Apr,COUNTRY.1.,59.357,1,8
1-Apr,COUNTRY.1.,36.602,1,8
1-Apr,-1,0,-1,-1
1-Apr,COUNTRY.7.,64.91,0,6
1-Apr,COUNTRY.1.,4.197,1,8
1-Apr,COUNTRY.2.,19.607,1,7
1-Apr,COUNTRY.1.,18.587,1,8
1-Apr,-1,0.611,-1,-1
1-Apr,-1,1.203,-1,-1
1-Apr,COUNTRY.1.,4.356,1,8
1-Apr,-1,15.199,-1,-1
1-Apr,-1,11.358,-1,-1
1-Apr,COUNTRY.8.,0.36,1,8
1-Apr,COUNTRY.1.,6.288,1,8
1-Apr,COUNTRY.1.,9.142,1,8
1-Apr,COUNTRY.1.,0.204,1,8
1-Apr,COUNTRY.1.,0.082,1,8
1-Apr,COUNTRY.1.,0.959,1,8
1-Apr,COUNTRY.1.,1.336,1,8
1-Apr,COUNTRY.1.,2.117,1,8
1-Apr,COUNTRY.1.,3.097,1,8
1-Apr,COUNTRY.1.,132.67,1,8
1-Apr,COUNTRY.1.,50.496,1,8
1-Apr,COUNTRY.1.,0,1,8
1-Apr,COUNTRY.1.,11.996,1,8
1-Apr,-1,0,-1,-1
1-Apr,COUNTRY.2.,0.015,1,8
1-Apr,COUNTRY.13.,1.711,0,7
1-Apr,COUNTRY.1.,18.558,1,8
1-Apr,-1,138.674,-1,-1
1-Apr,COUNTRY.3.,21.14,1,8
1-Apr,-1,0.878,-1,-1
1-Apr,COUNTRY.3.,0.088,0,7
1-Apr,COUNTRY.1.,4.125,1,8
1-Apr,COUNTRY.11.,12.659,1,8
1-Apr,COUNTRY.1.,31.619,1,8
1-Apr,-1,5.329,-1,-1
1-Apr,COUNTRY.1.,0.05,1,8
1-Apr,-1,0,-1,-1
1-Apr,-1,7.504,-1,-1
1-Apr,-1,0,-1,-1
1-Apr,COUNTRY.1.,0.907,1,8
1-Apr,-1,11.135,-1,-1
1-Apr,COUNTRY.4.,3.496,1,7
1-Apr,COUNTRY.1.,13.149,1,8
1-Apr,COUNTRY.1.,8.846,1,8
1-Apr,-1,0.834,-1,-1
1-Apr,COUNTRY.1.,0.168,1,8
1-Apr,COUNTRY.1.,2.91,1,8
1-Apr,COUNTRY.12.,14.455,1,8
1-Apr,-1,0,-1,-1
1-Apr,COUNTRY.1.,74.091,1,8
1-Apr,COUNTRY.1.,0,1,8
1-Apr,COUNTRY.1.,11.317,1,8
1-Apr,COUNTRY.1.,4.602,1,8
1-Apr,COUNTRY.1.,3.289,1,8
1-Apr,COUNTRY.1.,0,1,8
1-Apr,COUNTRY.9.,30.417,1,6
1-Apr,COUNTRY.1.,0.104,1,8
1-Apr,COUNTRY.1.,0.4,1,8
1-Apr,-1,457.316,-1,-1
1-Apr,-1,89.542,-1,-1
1-Apr,COUNTRY.3.,30.709,1,7
1-Apr,COUNTRY.14.,1.033,1,6
1-Apr,COUNTRY.3.,66.366,1,8
1-Apr,-1,0,-1,-1
1-Apr,COUNTRY.1.,0.111,1,8
1-Apr,-1,10.856,-1,-1
1-Apr,COUNTRY.1.,0.078,1,8
1-Apr,COUNTRY.3.,0.012,1,7
1-Apr,COUNTRY.1.,7.544,1,8
1-Apr,COUNTRY.1.,0,1,8
1-Apr,COUNTRY.1.,13.678,1,8
1-Apr,-1,0.418,-1,-1
1-Apr,-1,0,-1,-1
1-Apr,COUNTRY.1.,15.704,1,8
1-Apr,COUNTRY.1.,8.648,1,8
1-Apr,-1,0,-1,-1
1-Apr,COUNTRY.1.,37.8,1,8
1-Apr,COUNTRY.1.,8.311,1,8
1-Apr,COUNTRY.1.,0,1,8
1-Apr,-1,0,-1,-1
1-Apr,-1,4.125,-1,-1
1-Apr,COUNTRY.2.,2.242,1,8
1-Apr,COUNTRY.1.,0.18,1,8
1-Apr,-1,4.989,-1,-1
1-Apr,COUNTRY.1.,0.413,1,8
1-Apr,COUNTRY.7.,2.877,1,7
1-Apr,COUNTRY.1.,2.729,1,8
1-Apr,COUNTRY.1.,123.481,1,8
1-Apr,-1,1.264,-1,-1
1-Apr,COUNTRY.1.,12.037,1,8
1-Apr,-1,8.288,-1,-1
1-Apr,COUNTRY.2.,0,1,7
1-Apr,COUNTRY.1.,0,1,8
1-Apr,COUNTRY.1.,0.925,1,8
1-Apr,-1,0,-1,-1
1-Apr,-1,0,-1,-1
1-Apr,COUNTRY.2.,10.824,0,7
1-Apr,COUNTRY.1.,0,1,8
1-Apr,COUNTRY.1.,0.934,1,8
1-Apr,-1,0.586,-1,-1
1-Apr,COUNTRY.1.,19.662,1,8
1-Apr,-1,0,-1,-1
1-Apr,COUNTRY.1.,17.767,1,8
1-Apr,COUNTRY.1.,16.052,1,8
1-Apr,-1,17.906,-1,-1
1-Apr,-1,0,-1,-1
1-Apr,-1,0,-1,-1
1-Apr,COUNTRY.1.,0,1,8
1-Apr,COUNTRY.2.,7.614,1,7
1-Apr,COUNTRY.1.,0.416,1,8
1-Apr,COUNTRY.1.,2.988,1,8
1-Apr,COUNTRY.1.,0.518,1,8
1-Apr,COUNTRY.1.,27.395,1,8
1-Apr,-1,32.35,-1,-1
1-Apr,-1,2.053,-1,-1
1-Apr,-1,1.527,-1,-1
1-Apr,COUNTRY.1.,0.927,1,8
1-Apr,COUNTRY.1.,0,1,8
1-Apr,COUNTRY.1.,93.061,1,8
1-Apr,COUNTRY.1.,13.934,1,8
1-Apr,COUNTRY.8.,10.804,1,8
1-Apr,-1,338.343,-1,-1
1-Apr,COUNTRY.1.,2.77,1,8
1-Apr,COUNTRY.1.,540.759,1,8
1-Apr,COUNTRY.1.,25.24,1,8
1-Apr,COUNTRY.1.,21.989,1,8
1-Apr,COUNTRY.1.,0.413,1,8
1-Apr,COUNTRY.1.,1.869,1,8
1-Apr,COUNTRY.1.,3.085,1,8
1-Apr,COUNTRY.1.,0.153,1,8
1-Apr,,0,-1,
1-Apr,COUNTRY.1.,8.064,1,8
1-Apr,COUNTRY.11.,4.966,1,8
1-Apr,-1,0.597,-1,-1
1-Apr,COUNTRY.1.,0.045,0,8
1-Apr,COUNTRY.2.,4.232,1,7
1-Apr,COUNTRY.1.,0,1,8
1-Apr,COUNTRY.1.,9.588,1,8
1-Apr,COUNTRY.5.,1.1,0,6
1-Apr,-1,2.366,-1,-1
1-Apr,COUNTRY.1.,3.147,1,8
1-Apr,COUNTRY.1.,0,1,8
1-Apr,COUNTRY.1.,4.308,1,8
1-Apr,COUNTRY.1.,0.602,1,8
1-Apr,COUNTRY.1.,0,1,8
1-Apr,COUNTRY.1.,0,1,8
1-Apr,COUNTRY.1.,36.135,1,8
1-Apr,-1,0.593,-1,-1
1-Apr,COUNTRY.1.,39.514,1,8
1-Apr,COUNTRY.1.,1.431,1,8
1-Apr,COUNTRY.1.,4.827,1,8
1-Apr,-1,5.081,-1,-1
1-Apr,COUNTRY.1.,16.169,1,8
1-Apr,COUNTRY.1.,27.661,1,8
1-Apr,COUNTRY.1.,0.137,1,8
1-Apr,COUNTRY.1.,0.58,1,8
1-Apr,COUNTRY.13.,9.562,1,8
1-Apr,COUNTRY.1.,20.8,1,8
1-Apr,COUNTRY.1.,1.7,1,8
1-Apr,COUNTRY.1.,0,1,8
1-Apr,-1,0.167,-1,-1
1-Apr,COUNTRY.3.,86.883,1,8
1-Apr,COUNTRY.1.,41.637,1,8
1-Apr,COUNTRY.1.,25.203,1,8
1-Apr,COUNTRY.1.,0,1,8
1-Apr,COUNTRY.8.,13.852,1,8
1-Apr,COUNTRY.1.,30.102,1,8
1-Apr,COUNTRY.1.,3.897,1,8
1-Apr,COUNTRY.13.,0,0,7
1-Apr,COUNTRY.1.,1.1,1,8
1-Apr,COUNTRY.9.,0.353,1,7
1-Apr,COUNTRY.8.,5.061,1,8
1-Apr,COUNTRY.1.,0,1,8
1-Apr,-1,5.904,-1,-1
1-Apr,COUNTRY.1.,27.917,1,8
1-Apr,COUNTRY.1.,16.677,1,8
1-Apr,COUNTRY.1.,214.21,1,8
1-Apr,COUNTRY.1.,5.291,1,8
1-Apr,-1,96.779,-1,-1
1-Apr,COUNTRY.1.,27.29,1,8
1-Apr,COUNTRY.1.,0,1,8
1-Apr,-1,2.064,-1,-1
1-Apr,COUNTRY.1.,32.442,1,8
1-Apr,COUNTRY.8.,0,1,8
1-Apr,COUNTRY.1.,27.356,1,8
1-Apr,COUNTRY.2.,0.039,1,7
1-Apr,COUNTRY.1.,0,1,8
1-Apr,COUNTRY.1.,35.821,1,8
1-Apr,COUNTRY.1.,0.046,1,8
1-Apr,-1,0,-1,-1
1-Apr,COUNTRY.1.,0,1,8
1-Apr,COUNTRY.1.,36.364,1,8
1-Apr,COUNTRY.1.,0.262,1,8
1-Apr,COUNTRY.1.,6.428,1,8
1-Apr,COUNTRY.1.,1.814,1,8
1-Apr,COUNTRY.1.,47.076,1,8
1-Apr,COUNTRY.1.,31.307,1,8
1-Apr,COUNTRY.2.,7.877,1,6
1-Apr,COUNTRY.1.,1.182,1,8
1-Apr,COUNTRY.1.,21.091,1,8
1-Apr,COUNTRY.1.,0.872,1,8
1-Apr,-1,0,-1,-1
1-Apr,COUNTRY.1.,6.533,1,8
1-Apr,COUNTRY.1.,13.019,1,8
1-Apr,COUNTRY.1.,90.601,1,8
1-Apr,-1,0,-1,-1
1-Apr,COUNTRY.1.,2.765,1,8
1-Apr,COUNTRY.1.,0.303,1,8
1-Apr,COUNTRY.1.,11.533,1,8
1-Apr,COUNTRY.1.,0.086,1,8
1-Apr,COUNTRY.1.,0,1,8
1-Apr,COUNTRY.1.,8.562,1,8
1-Apr,COUNTRY.1.,0.129,1,8
1-Apr,COUNTRY.1.,22.701,1,8
1-Apr,COUNTRY.1.,23.305,1,8
1-Apr,COUNTRY.11.,17.053,1,7
1-Apr,-1,0,-1,-1
1-Apr,COUNTRY.1.,12.911,0,7
1-Apr,-1,0.704,-1,-1
1-Apr,COUNTRY.6.,1.517,0,7
1-Apr,COUNTRY.1.,163.496,1,8
1-Apr,COUNTRY.13.,141.938,1,8
1-Apr,COUNTRY.1.,12.626,1,8
1-Apr,-1,6.555,-1,-1
1-Apr,COUNTRY.1.,30.634,1,8
1-Apr,-1,0,-1,-1
1-Apr,COUNTRY.1.,1361.941,1,8
1-Apr,COUNTRY.1.,4.133,1,8
1-Apr,-1,1.154,-1,-1
1-Apr,COUNTRY.1.,7.02,1,8
1-Apr,COUNTRY.1.,0.784,1,8
1-Apr,-1,6.57,-1,-1
1-Apr,-1,0.49,-1,-1
1-Apr,COUNTRY.1.,0,1,8
1-Apr,COUNTRY.1.,94.413,1,8
1-Apr,COUNTRY.1.,18.947,1,8
1-Apr,COUNTRY.1.,1.173,1,8
1-Apr,COUNTRY.1.,9.777,1,8
1-Apr,-1,0,-1,-1
1-Apr,-1,0.09,-1,-1
1-Apr,COUNTRY.1.,50.911,0,6
1-Apr,COUNTRY.9.,24.895,1,7
1-Apr,COUNTRY.1.,0,1,8
1-Apr,COUNTRY.3.,11.192,0,6
1-Apr,-1,16.133,-1,-1
1-Apr,COUNTRY.1.,0.784,1,8
1-Apr,COUNTRY.7.,2.16,0,6
1-Apr,COUNTRY.1.,40.298,1,8
1-Apr,-1,2.069,-1,-1
1-Apr,COUNTRY.13.,13.534,1,7
1-Apr,-1,0,-1,-1
1-Apr,COUNTRY.11.,2.908,1,7
1-Apr,COUNTRY.1.,0.044,1,8
1-Apr,COUNTRY.7.,0.014,1,6
1-Apr,COUNTRY.4.,7.693,1,7
1-Apr,COUNTRY.1.,24.989,1,8
1-Apr,COUNTRY.7.,0.011,1,7
1-Apr,COUNTRY.1.,1.027,1,8
1-Apr,COUNTRY.3.,2.55,1,7
1-Apr,-1,4.953,-1,-1
1-Apr,-1,0,-1,-1
1-Apr,-1,9.431,-1,-1
1-Apr,COUNTRY.9.,0.172,1,7
1-Apr,-1,38.193,-1,-1
1-Apr,-1,0,-1,-1
1-Apr,-1,0.402,-1,-1
1-Apr,COUNTRY.1.,3.776,1,8
1-Apr,COUNTRY.1.,2.248,1,8
1-Apr,-1,26.453,-1,-1
1-Apr,COUNTRY.1.,19.793,1,8
1-Apr,COUNTRY.1.,7.08,1,8
1-Apr,COUNTRY.1.,11.746,1,8
1-Apr,-1,0.994,-1,-1
1-Apr,-1,30.546,-1,-1
1-Apr,COUNTRY.1.,132.845,1,8
1-Apr,COUNTRY.1.,174.14,1,8
1-Apr,COUNTRY.1.,194.478,1,8
1-Apr,COUNTRY.1.,106.642,1,8
1-Apr,COUNTRY.1.,1.005,1,8
1-Apr,COUNTRY.1.,6.938,1,8
1-Apr,COUNTRY.1.,6.813,1,8
1-Apr,COUNTRY.9.,60.061,1,8
1-Apr,COUNTRY.1.,44.603,1,8
1-Apr,COUNTRY.10.,13.85,1,8
1-Apr,COUNTRY.2.,1.508,1,8
1-Apr,COUNTRY.1.,16.124,1,8
1-Apr,COUNTRY.1.,51.533,1,8
1-Apr,COUNTRY.1.,0,1,8
1-Apr,COUNTRY.1.,0.199,1,8
1-Apr,COUNTRY.1.,35.493,1,8
1-Apr,-1,0.05,-1,-1
1-Apr,-1,0,-1,-1
1-Apr,COUNTRY.1.,23.545,1,8
1-Apr,-1,0,-1,-1
1-Apr,COUNTRY.2.,0,1,8
1-Apr,-1,3.017,-1,-1
1-Apr,-1,24.23,-1,-1
1-Apr,COUNTRY.1.,0.811,1,8
1-Apr,COUNTRY.1.,1.348,1,8
1-Apr,COUNTRY.1.,23.238,1,8
1-Apr,COUNTRY.1.,4.62,1,8
1-Apr,COUNTRY.1.,8.38,1,8
1-Apr,-1,0,-1,-1
1-Apr,COUNTRY.1.,0.146,1,8
1-Apr,COUNTRY.2.,6.554,0,7
1-Apr,COUNTRY.1.,9.408,1,8
1-Apr,-1,10.486,-1,-1
1-Apr,COUNTRY.13.,0.001,1,8
1-Apr,COUNTRY.1.,1.035,1,8
1-Apr,COUNTRY.1.,13.261,1,8
1-Apr,COUNTRY.1.,29.885,1,8
1-Apr,-1,0,-1,-1
1-Apr,-1,10.182,-1,-1
1-Apr,-1,34.439,-1,-1
1-Apr,COUNTRY.1.,0,1,8
1-Apr,COUNTRY.1.,14.828,1,8
1-Apr,COUNTRY.11.,24.211,1,8
1-Apr,-1,7.713,-1,-1
1-Apr,COUNTRY.1.,2.131,1,8
1-Apr,COUNTRY.1.,12.482,1,8
1-Apr,COUNTRY.1.,0,1,8
1-Apr,COUNTRY.1.,3.612,1,8
1-Apr,COUNTRY.1.,28.387,1,8
1-Apr,COUNTRY.1.,0.011,1,8
1-Apr,-1,37.301,-1,-1
1-Apr,COUNTRY.1.,34.467,1,8
1-Apr,-1,7.229,-1,-1
1-Apr,COUNTRY.1.,3.885,1,8
1-Apr,-1,0,-1,-1
1-Apr,-1,4.542,-1,-1
1-Apr,-1,35.351,-1,-1
1-Apr,-1,0,-1,-1
1-Apr,-1,15.96,-1,-1
1-Apr,COUNTRY.1.,13.756,1,8
1-Apr,COUNTRY.1.,0.245,1,8
1-Apr,COUNTRY.1.,5.712,1,8
1-Apr,COUNTRY.3.,0.639,1,8
1-Apr,COUNTRY.1.,68.918,1,8
1-Apr,COUNTRY.1.,2.318,1,8
1-Apr,COUNTRY.9.,3.631,1,7
1-Apr,COUNTRY.1.,1.465,1,8
1-Apr,-1,0,-1,-1
1-Apr,-1,0.533,-1,-1
1-Apr,COUNTRY.1.,11.705,1,8
1-Apr,-1,28.041,-1,-1
1-Apr,COUNTRY.10.,5.83,1,8
1-Apr,-1,0,-1,-1
1-Apr,COUNTRY.1.,16.055,1,8
1-Apr,-1,0,-1,-1
1-Apr,COUNTRY.1.,10.323,1,8
1-Apr,COUNTRY.1.,4.968,1,8
1-Apr,-1,3.583,-1,-1
1-Apr,COUNTRY.1.,50.935,1,8
1-Apr,-1,1.561,-1,-1
1-Apr,COUNTRY.3.,0.022,0,6
1-Apr,COUNTRY.1.,190.748,1,8
1-Apr,COUNTRY.1.,3.46,1,8
1-Apr,COUNTRY.1.,4.246,1,8
1-Apr,COUNTRY.11.,98.042,1,8
1-Apr,COUNTRY.1.,18.082,1,8
1-Apr,COUNTRY.1.,3.442,1,8
1-Apr,COUNTRY.1.,85.394,1,8
1-Apr,COUNTRY.8.,3.526,1,7
1-Apr,COUNTRY.1.,0.037,1,8
1-Apr,COUNTRY.1.,49.336,0,7
1-Apr,COUNTRY.1.,5.99,1,8
1-Apr,COUNTRY.1.,3.168,1,8
1-Apr,-1,44.87,-1,-1
1-Apr,COUNTRY.1.,6.719,1,8
1-Apr,COUNTRY.1.,73.389,1,8
1-Apr,COUNTRY.1.,57.465,1,8
1-Apr,COUNTRY.1.,16.924,1,8
1-Apr,COUNTRY.8.,436.595,1,7
1-Apr,COUNTRY.1.,58.96,1,8
1-Apr,COUNTRY.8.,3.44,1,7
1-Apr,COUNTRY.1.,34.368,1,8
1-Apr,COUNTRY.3.,18.085,1,7
1-Apr,COUNTRY.1.,23.065,1,8
1-Apr,COUNTRY.1.,9.6,1,8
1-Apr,COUNTRY.1.,13.717,1,8
1-Apr,COUNTRY.1.,6.491,1,8
1-Apr,COUNTRY.13.,23.74,0,7
1-Apr,COUNTRY.1.,53.65,1,8
1-Apr,COUNTRY.1.,6.957,1,8
1-Apr,-1,17.154,-1,-1
