date,admin2,distance_travelled,urban,poverty
1-Mar,COUNTRY.3.,0,1,7
1-Mar,-1,22.435,-1,-1
1-Mar,COUNTRY.1.,0,1,8
1-Mar,COUNTRY.8.,1.327,1,6
1-Mar,COUNTRY.3.,1.369,0,6
1-Mar,COUNTRY.8.,5.783,1,7
1-Mar,-1,0,-1,-1
1-Mar,COUNTRY.3.,3.138,1,7
1-Mar,-1,0.908,-1,-1
1-Mar,COUNTRY.1.,79.504,1,8
1-Mar,-1,0,-1,-1
1-Mar,COUNTRY.1.,17.041,1,8
1-Mar,COUNTRY.1.,8.198,1,8
1-Mar,COUNTRY.3.,1.024,1,8
1-Mar,COUNTRY.10.,1.345,1,8
1-Mar,COUNTRY.1.,3.705,1,8
1-Mar,-1,0,-1,-1
1-Mar,COUNTRY.11.,7.786,1,8
1-Mar,-1,42.895,-1,-1
1-Mar,COUNTRY.1.,36.597,1,8
1-Mar,COUNTRY.1.,1.099,1,8
1-Mar,COUNTRY.3.,0.216,1,7
1-Mar,COUNTRY.1.,4.813,1,8
1-Mar,COUNTRY.8.,8.7,1,8
1-Mar,COUNTRY.1.,14.868,1,8
1-Mar,COUNTRY.1.,1.121,1,8
1-Mar,COUNTRY.7.,2025.367,1,7
1-Mar,COUNTRY.1.,1.803,1,8
1-Mar,COUNTRY.1.,0.228,1,8
1-Mar,COUNTRY.1.,136.275,1,8
1-Mar,COUNTRY.1.,12.867,1,8
1-Mar,COUNTRY.1.,38.639,1,8
1-Mar,COUNTRY.1.,0,1,8
1-Mar,COUNTRY.1.,33.816,1,8
1-Mar,COUNTRY.1.,5.844,1,8
1-Mar,-1,0,-1,-1
1-Mar,COUNTRY.1.,12.764,1,8
1-Mar,COUNTRY.1.,19.093,1,8
1-Mar,COUNTRY.5.,0.878,1,7
1-Mar,-1,39.594,-1,-1
1-Mar,COUNTRY.1.,5.075,1,8
1-Mar,COUNTRY.1.,0.57,1,8
1-Mar,COUNTRY.1.,13.699,1,8
1-Mar,COUNTRY.1.,0.61,1,8
1-Mar,COUNTRY.1.,11.813,1,8
1-Mar,COUNTRY.1.,8.725,1,8
1-Mar,-1,0,-1,-1
1-Mar,-1,17.92,-1,-1
1-Mar,COUNTRY.1.,9.524,1,8
1-Mar,COUNTRY.1.,0.405,1,8
1-Mar,-1,26.309,-1,-1
1-Mar,COUNTRY.2.,1.146,1,7
1-Mar,COUNTRY.1.,2.956,1,8
1-Mar,-1,4.743,-1,-1
1-Mar,-1,0,-1,-1
1-Mar,COUNTRY.7.,0,1,7
1-Mar,-1,8.907,-1,-1
1-Mar,COUNTRY.1.,1.613,1,8
1-Mar,COUNTRY.3.,52.453,1,7
1-Mar,COUNTRY.2.,342.504,1,7
1-Mar,COUNTRY.1.,0.591,1,8
1-Mar,COUNTRY.3.,0.39,1,7
1-Mar,COUNTRY.1.,21.241,1,8
1-Mar,COUNTRY.1.,0.254,1,8
1-Mar,-1,17.784,-1,-1
1-Mar,COUNTRY.2.,4.226,1,6
1-Mar,COUNTRY.11.,3.181,1,8
1-Mar,-1,0.121,-1,-1
1-Mar,COUNTRY.14.,0,0,6
1-Mar,COUNTRY.1.,57.833,1,8
1-Mar,COUNTRY.1.,0,1,8
1-Mar,-1,0.726,-1,-1
1-Mar,COUNTRY.1.,0.065,0,7
1-Mar,-1,0,-1,-1
1-Mar,-1,5.142,-1,-1
1-Mar,COUNTRY.12.,6.727,1,6
1-Mar,COUNTRY.1.,7.882,1,8
1-Mar,-1,4.973,-1,-1
1-Mar,COUNTRY.1.,15.009,1,8
1-Mar,COUNTRY.1.,51.602,1,8
1-Mar,COUNTRY.1.,0.777,1,8
1-Mar,COUNTRY.1.,0.62,1,8
1-Mar,COUNTRY.1.,6.349,1,8
1-Mar,-1,0,-1,-1
1-Mar,COUNTRY.1.,21.189,1,8
1-Mar,COUNTRY.1.,572.361,1,8
1-Mar,COUNTRY.1.,85.418,1,8
1-Mar,COUNTRY.1.,150.023,1,8
1-Mar,COUNTRY.2.,18.217,1,7
1-Mar,-1,0,-1,-1
1-Mar,-1,1.061,-1,-1
1-Mar,COUNTRY.1.,0.321,1,8
1-Mar,COUNTRY.1.,0.032,1,8
1-Mar,COUNTRY.1.,27.937,1,8
1-Mar,COUNTRY.11.,19.6,1,7
1-Mar,COUNTRY.1.,0.803,1,8
1-Mar,-1,0.593,-1,-1
1-Mar,COUNTRY.1.,36.718,1,8
1-Mar,-1,24.766,-1,-1
1-Mar,-1,6.887,-1,-1
1-Mar,COUNTRY.1.,13.328,1,8
1-Mar,COUNTRY.10.,2.72,1,6
1-Mar,COUNTRY.1.,0,1,8
1-Mar,-1,0,-1,-1
1-Mar,-1,36.32,-1,-1
1-Mar,COUNTRY.1.,4.592,1,8
1-Mar,COUNTRY.1.,87.918,1,8
1-Mar,-1,103.787,-1,-1
1-Mar,-1,0,-1,-1
1-Mar,COUNTRY.1.,0.329,1,8
1-Mar,COUNTRY.1.,6.548,1,8
1-Mar,COUNTRY.1.,12.145,1,8
1-Mar,COUNTRY.1.,83.804,1,8
1-Mar,COUNTRY.1.,4.469,1,8
1-Mar,COUNTRY.1.,0,1,8
1-Mar,-1,9.959,-1,-1
1-Mar,-1,11.091,-1,-1
1-Mar,COUNTRY.1.,17.392,1,8
1-Mar,COUNTRY.2.,3,1,8
1-Mar,-1,0,-1,-1
1-Mar,COUNTRY.13.,21.111,1,7
1-Mar,-1,0,-1,-1
1-Mar,COUNTRY.1.,0,0,8
1-Mar,COUNTRY.1.,0,1,7
1-Mar,COUNTRY.3.,95.421,1,8
1-Mar,-1,217.49,-1,-1
1-Mar,COUNTRY.1.,78.062,1,8
1-Mar,-1,64.67,-1,-1
1-Mar,-1,0.713,-1,-1
1-Mar,COUNTRY.1.,3.959,1,8
1-Mar,COUNTRY.6.,51.896,1,6
1-Mar,COUNTRY.3.,118.581,1,7
1-Mar,COUNTRY.1.,10.638,1,8
1-Mar,COUNTRY.1.,5.897,1,8
1-Mar,-1,0,-1,-1
1-Mar,COUNTRY.1.,0.331,1,8
1-Mar,COUNTRY.1.,0.299,1,8
1-Mar,-1,0,-1,-1
1-Mar,COUNTRY.1.,0.692,1,8
1-Mar,COUNTRY.1.,25.362,1,8
1-Mar,-1,0,-1,-1
1-Mar,COUNTRY.1.,49.488,1,8
1-Mar,COUNTRY.1.,21.306,1,8
1-Mar,COUNTRY.1.,0,1,8
1-Mar,COUNTRY.1.,5.737,1,8
1-Mar,COUNTRY.1.,0.688,1,8
1-Mar,-1,0,-1,-1
1-Mar,COUNTRY.3.,18.517,1,8
1-Mar,-1,16.188,-1,-1
1-Mar,COUNTRY.1.,0,1,8
1-Mar,COUNTRY.1.,0.057,1,8
1-Mar,-1,0.24,-1,-1
1-Mar,COUNTRY.1.,50.876,1,8
1-Mar,COUNTRY.1.,394.364,1,8
1-Mar,COUNTRY.3.,28.276,0,6
1-Mar,COUNTRY.1.,0.568,1,8
1-Mar,-1,22.183,-1,-1
1-Mar,-1,3.699,-1,-1
1-Mar,-1,0,-1,-1
1-Mar,COUNTRY.2.,0.376,1,7
1-Mar,COUNTRY.1.,8.992,1,8
1-Mar,COUNTRY.9.,0.025,0,7
1-Mar,COUNTRY.1.,52.722,1,8
1-Mar,-1,9.606,-1,-1
1-Mar,-1,3.077,-1,-1
1-Mar,COUNTRY.9.,4.749,1,7
1-Mar,COUNTRY.1.,20.725,1,8
1-Mar,COUNTRY.1.,9.38,1,8
1-Mar,COUNTRY.1.,49.105,1,8
1-Mar,COUNTRY.1.,8.453,1,8
1-Mar,COUNTRY.1.,28.115,1,8
1-Mar,COUNTRY.11.,11.024,1,8
1-Mar,COUNTRY.1.,4.166,1,8
1-Mar,-1,1.207,-1,-1
1-Mar,COUNTRY.11.,14.062,1,8
1-Mar,COUNTRY.1.,27.377,1,8
1-Mar,COUNTRY.1.,0.276,1,8
1-Mar,COUNTRY.1.,2.082,1,8
1-Mar,COUNTRY.1.,0.189,1,8
1-Mar,-1,0,-1,-1
1-Mar,COUNTRY.1.,51.302,1,8
1-Mar,COUNTRY.1.,0.696,1,8
1-Mar,COUNTRY.1.,7.667,1,8
1-Mar,COUNTRY.1.,20.25,1,8
1-Mar,-1,0.115,-1,-1
1-Mar,COUNTRY.6.,2.978,1,7
1-Mar,COUNTRY.1.,7.895,1,8
1-Mar,COUNTRY.1.,25.415,1,8
1-Mar,COUNTRY.1.,1.977,1,8
1-Mar,COUNTRY.1.,17.474,1,8
1-Mar,COUNTRY.2.,2.197,1,7
1-Mar,COUNTRY.1.,245.549,1,8
1-Mar,-1,7.929,-1,-1
1-Mar,COUNTRY.1.,18.152,1,8
1-Mar,COUNTRY.1.,926.6,0,8
1-Mar,COUNTRY.1.,127.72,1,8
1-Mar,COUNTRY.1.,0.844,1,8
1-Mar,COUNTRY.1.,27.475,1,8
1-Mar,COUNTRY.1.,66.826,1,8
1-Mar,-1,53.309,-1,-1
1-Mar,COUNTRY.1.,0,0,8
1-Mar,-1,0.156,-1,-1
1-Mar,-1,0,-1,-1
1-Mar,-1,4.158,-1,-1
1-Mar,-1,7.937,-1,-1
1-Mar,COUNTRY.1.,16.244,1,8
1-Mar,COUNTRY.1.,45.936,1,8
1-Mar,-1,26.224,-1,-1
1-Mar,COUNTRY.2.,44.661,1,6
1-Mar,COUNTRY.1.,2.085,1,8
1-Mar,COUNTRY.1.,5.88,1,8
1-Mar,-1,132.578,-1,-1
1-Mar,COUNTRY.1.,0.045,1,8
1-Mar,COUNTRY.2.,50.458,1,6
1-Mar,COUNTRY.1.,6.191,1,8
1-Mar,COUNTRY.1.,18.876,1,8
1-Mar,COUNTRY.1.,18.045,1,8
1-Mar,-1,0.081,-1,-1
1-Mar,COUNTRY.1.,0.087,1,8
1-Mar,COUNTRY.1.,5.602,1,8
1-Mar,COUNTRY.1.,0,1,8
1-Mar,COUNTRY.1.,24.73,1,8
1-Mar,-1,0,-1,-1
1-Mar,COUNTRY.3.,1.047,1,7
1-Mar,-1,0,-1,-1
1-Mar,COUNTRY.1.,1.072,1,8
1-Mar,COUNTRY.1.,34.97,1,8
1-Mar,-1,2.259,-1,-1
1-Mar,COUNTRY.1.,36.867,1,8
1-Mar,COUNTRY.1.,10.321,1,8
1-Mar,COUNTRY.1.,0.493,1,8
1-Mar,-1,3.429,-1,-1
1-Mar,COUNTRY.1.,0,1,8
1-Mar,COUNTRY.1.,0.027,1,8
1-Mar,COUNTRY.5.,2.795,1,6
1-Mar,-1,0.66,-1,-1
1-Mar,COUNTRY.1.,108.531,1,8
1-Mar,COUNTRY.1.,0,1,8
1-Mar,-1,0,-1,-1
1-Mar,COUNTRY.1.,1.013,1,8
1-Mar,COUNTRY.1.,854.827,1,8
1-Mar,COUNTRY.1.,0.544,1,8
1-Mar,COUNTRY.1.,7.888,1,8
1-Mar,COUNTRY.1.,0,1,8
1-Mar,-1,0.656,-1,-1
1-Mar,COUNTRY.1.,60.091,1,8
1-Mar,-1,6.287,-1,-1
1-Mar,COUNTRY.1.,11.329,1,8
1-Mar,-1,73.637,-1,-1
1-Mar,COUNTRY.1.,7.015,1,8
1-Mar,COUNTRY.1.,3.547,1,8
1-Mar,COUNTRY.1.,1.922,1,8
1-Mar,COUNTRY.1.,0.152,1,8
1-Mar,-1,10.485,-1,-1
1-Mar,COUNTRY.1.,8.125,1,8
1-Mar,-1,0,-1,-1
1-Mar,COUNTRY.1.,3.085,1,8
1-Mar,-1,0,-1,-1
1-Mar,COUNTRY.1.,2.581,1,8
1-Mar,COUNTRY.1.,0,1,8
1-Mar,COUNTRY.1.,0,1,8
1-Mar,COUNTRY.1.,19.051,1,8
1-Mar,-1,37.699,-1,-1
1-Mar,COUNTRY.1.,1.599,1,8
1-Mar,COUNTRY.1.,57.625,1,8
1-Mar,-1,10.909,-1,-1
1-Mar,COUNTRY.5.,0.463,1,6
1-Mar,COUNTRY.1.,14.784,1,8
1-Mar,COUNTRY.1.,31.927,1,8
1-Mar,COUNTRY.1.,0,0,6
1-Mar,COUNTRY.1.,1.234,1,8
1-Mar,COUNTRY.1.,57.989,1,8
1-Mar,-1,0,-1,-1
1-Mar,-1,176.599,-1,-1
1-Mar,COUNTRY.1.,0.56,1,8
1-Mar,COUNTRY.1.,0,1,8
1-Mar,-1,0,-1,-1
1-Mar,COUNTRY.1.,34.798,1,8
1-Mar,COUNTRY.1.,30.54,1,8
1-Mar,COUNTRY.8.,1.444,1,8
1-Mar,-1,0.056,-1,-1
1-Mar,COUNTRY.1.,0,1,8
1-Mar,COUNTRY.1.,4.019,1,8
1-Mar,COUNTRY.1.,7.948,1,8
1-Mar,COUNTRY.1.,3.321,1,8
1-Mar,COUNTRY.1.,18.628,0,8
1-Mar,COUNTRY.1.,19.377,1,8
1-Mar,COUNTRY.1.,0.518,1,8
1-Mar,-1,2.575,-1,-1
1-Mar,COUNTRY.1.,0,1,8
1-Mar,COUNTRY.1.,19.373,1,8
1-Mar,COUNTRY.1.,33.712,1,8
1-Mar,-1,0,-1,-1
1-Mar,COUNTRY.9.,264.649,1,6
1-Mar,-1,0,-1,-1
1-Mar,COUNTRY.1.,0.024,1,8
1-Mar,COUNTRY.1.,22.14,1,8
1-Mar,COUNTRY.9.,240.386,1,7
1-Mar,COUNTRY.1.,0.013,1,8
1-Mar,-1,0,-1,-1
1-Mar,COUNTRY.1.,0.852,1,8
1-Mar,-1,9.391,-1,-1
1-Mar,-1,11.161,-1,-1
1-Mar,COUNTRY.1.,32.641,1,8
1-Mar,COUNTRY.1.,0.048,1,8
1-Mar,COUNTRY.1.,23.536,1,8
1-Mar,COUNTRY.1.,3.716,1,8
1-Mar,COUNTRY.1.,10.989,1,8
1-Mar,COUNTRY.13.,997.143,1,8
1-Mar,COUNTRY.1.,670.336,1,8
1-Mar,COUNTRY.1.,0.028,1,8
1-Mar,COUNTRY.1.,5.723,1,8
1-Mar,COUNTRY.1.,35.099,1,8
1-Mar,COUNTRY.1.,0.857,1,8
1-Mar,COUNTRY.1.,54.106,1,8
1-Mar,COUNTRY.14.,123.958,1,7
1-Mar,COUNTRY.1.,31.808,1,8
1-Mar,COUNTRY.5.,0,1,7
1-Mar,-1,0.654,-1,-1
1-Mar,-1,0,-1,-1
1-Mar,COUNTRY.1.,42.689,1,8
1-Mar,COUNTRY.1.,6.467,1,8
1-Mar,COUNTRY.1.,17.05,1,8
1-Mar,-1,0,-1,-1
1-Mar,COUNTRY.7.,10.369,0,6
1-Mar,COUNTRY.5.,8.69,1,7
1-Mar,COUNTRY.1.,32.447,1,8
1-Mar,-1,9.063,-1,-1
1-Mar,COUNTRY.1.,31.283,1,8
1-Mar,COUNTRY.1.,115.087,1,8
1-Mar,COUNTRY.6.,5.315,1,6
1-Mar,-1,1.732,-1,-1
1-Mar,-1,0.848,-1,-1
1-Mar,-1,0.444,-1,-1
1-Mar,COUNTRY.1.,85.217,1,8
1-Mar,COUNTRY.8.,3.953,1,7
1-Mar,COUNTRY.1.,0,1,8
1-Mar,COUNTRY.1.,5.092,1,8
1-Mar,-1,0,-1,-1
1-Mar,-1,0,-1,-1
1-Mar,COUNTRY.1.,12.222,1,8
1-Mar,COUNTRY.3.,21.729,1,7
1-Mar,COUNTRY.1.,33.551,1,8
1-Mar,COUNTRY.8.,2.934,0,5
1-Mar,COUNTRY.1.,1.762,1,8
1-Mar,COUNTRY.1.,40.638,1,8
1-Mar,COUNTRY.1.,1.49,1,8
1-Mar,COUNTRY.1.,12.693,1,8
1-Mar,COUNTRY.1.,48.33,1,8
1-Mar,COUNTRY.1.,1.101,1,8
1-Mar,COUNTRY.1.,0.059,1,8
1-Mar,COUNTRY.1.,19.548,1,8
1-Mar,COUNTRY.1.,54.975,1,8
1-Mar,COUNTRY.9.,284.434,1,8
1-Mar,COUNTRY.1.,29.681,1,8
1-Mar,COUNTRY.10.,42.886,1,8
1-Mar,-1,1.281,-1,-1
1-Mar,COUNTRY.6.,22.581,0,5
1-Mar,COUNTRY.1.,26.092,1,8
1-Mar,COUNTRY.3.,50.256,0,7
1-Mar,COUNTRY.1.,0.887,1,8
1-Mar,COUNTRY.1.,1.652,1,8
1-Mar,COUNTRY.1.,2.263,1,8
1-Mar,COUNTRY.1.,5.497,1,8
1-Mar,-1,0,-1,-1
1-Mar,COUNTRY.1.,0.103,1,8
1-Mar,COUNTRY.1.,0.201,1,8
1-Mar,COUNTRY.2.,0.624,1,8
1-Mar,COUNTRY.3.,8.21,1,8
1-Mar,-1,30.156,-1,-1
1-Mar,COUNTRY.1.,0.163,1,8
1-Mar,COUNTRY.1.,159.879,1,8
1-Mar,-1,2.804,-1,-1
1-Mar,COUNTRY.1.,25.966,1,8
1-Mar,COUNTRY.1.,19.899,1,8
1-Mar,COUNTRY.1.,10.317,1,8
1-Mar,COUNTRY.1.,2.744,1,8
1-Mar,COUNTRY.2.,11.994,1,7
1-Mar,-1,21.961,-1,-1
1-Mar,COUNTRY.1.,1.204,1,8
1-Mar,COUNTRY.1.,18.187,1,8
1-Mar,COUNTRY.1.,2.118,1,8
1-Mar,COUNTRY.1.,8.818,1,8
1-Mar,COUNTRY.1.,224.239,1,8
1-Mar,COUNTRY.1.,6.943,1,8
1-Mar,-1,0.062,-1,-1
1-Mar,COUNTRY.1.,10.746,1,8
1-Mar,COUNTRY.1.,23.503,1,8
1-Mar,COUNTRY.1.,12.411,1,8
1-Mar,COUNTRY.9.,2.431,1,7
1-Mar,COUNTRY.1.,0.004,1,8
1-Mar,COUNTRY.1.,3.315,1,8
1-Mar,COUNTRY.1.,46.431,1,8
1-Mar,COUNTRY.1.,13.856,1,8
1-Mar,COUNTRY.1.,263.05,0,8
1-Mar,COUNTRY.1.,19.65,0,8
1-Mar,COUNTRY.1.,146.485,1,8
1-Mar,COUNTRY.1.,197.723,1,8
1-Mar,COUNTRY.1.,221.951,1,8
1-Mar,COUNTRY.1.,5.704,1,8
1-Mar,-1,27.879,-1,-1
1-Mar,COUNTRY.1.,3.814,1,8
1-Mar,-1,15.824,-1,-1
1-Mar,COUNTRY.1.,1.682,1,8
1-Mar,COUNTRY.1.,2.487,1,8
1-Mar,COUNTRY.1.,131.98,1,8
1-Mar,-1,0,-1,-1
1-Mar,COUNTRY.1.,4.794,1,8
1-Mar,-1,49.362,-1,-1
1-Mar,COUNTRY.1.,73.483,0,8
1-Mar,COUNTRY.1.,31.562,1,8
1-Mar,COUNTRY.3.,98.671,1,8
1-Mar,COUNTRY.1.,0,1,8
1-Mar,COUNTRY.1.,9.026,1,8
1-Mar,COUNTRY.1.,33.961,1,8
1-Mar,COUNTRY.13.,14.565,1,7
1-Mar,COUNTRY.1.,11.472,1,8
1-Mar,COUNTRY.1.,20.147,1,8
1-Mar,COUNTRY.1.,56.743,1,8
1-Mar,COUNTRY.1.,2.657,1,8
1-Mar,-1,0.278,-1,-1
1-Mar,COUNTRY.1.,0.017,1,8
1-Mar,-1,0,-1,-1
1-Mar,COUNTRY.1.,7.273,1,8
1-Mar,-1,26.842,-1,-1
1-Mar,-1,18.008,-1,-1
1-Mar,COUNTRY.1.,34.452,1,8
1-Mar,-1,3.702,-1,-1
1-Mar,COUNTRY.1.,23.85,1,8
1-Mar,COUNTRY.1.,46.643,1,8
1-Mar,COUNTRY.1.,0.071,1,8
1-Mar,COUNTRY.1.,25.913,1,8
1-Mar,COUNTRY.1.,16.834,0,8
1-Mar,COUNTRY.1.,80.442,1,8
1-Mar,COUNTRY.2.,11.676,1,
1-Mar,-1,0,-1,-1
1-Mar,COUNTRY.1.,0.382,1,8
1-Mar,-1,22.646,-1,-1
1-Mar,COUNTRY.10.,10.09,1,8
1-Mar,COUNTRY.1.,20.146,0,7
1-Mar,COUNTRY.1.,82.713,1,8
1-Mar,COUNTRY.1.,2.657,1,8
1-Mar,COUNTRY.3.,0,1,7
1-Mar,COUNTRY.1.,11.198,1,8
1-Mar,COUNTRY.1.,7.152,1,8
1-Mar,COUNTRY.1.,19.013,1,8
1-Mar,-1,11.189,-1,-1
1-Mar,COUNTRY.1.,0,0,7
1-Mar,COUNTRY.1.,10.737,1,8
1-Mar,COUNTRY.1.,0,1,8
1-Mar,COUNTRY.1.,6.345,1,8
1-Mar,COUNTRY.1.,0.388,1,8
1-Mar,-1,0,-1,-1
1-Mar,-1,0.008,-1,-1
1-Mar,COUNTRY.1.,5.389,1,8
1-Mar,COUNTRY.1.,16.292,1,8
1-Mar,COUNTRY.8.,0.129,1,7
1-Mar,COUNTRY.1.,363.538,1,8
1-Mar,-1,0,-1,-1
1-Mar,COUNTRY.1.,21.923,1,8
1-Mar,COUNTRY.1.,1.521,1,8
1-Mar,COUNTRY.1.,23.616,1,8
1-Mar,COUNTRY.1.,0.115,1,8
1-Mar,COUNTRY.1.,44.832,1,8
1-Mar,COUNTRY.1.,12.664,1,8
1-Mar,-1,14.419,-1,-1
1-Mar,COUNTRY.1.,33.174,1,8
1-Mar,-1,0,-1,-1
1-Mar,-1,0,-1,-1
1-Mar,COUNTRY.1.,14.156,1,8
1-Mar,COUNTRY.1.,35.239,1,8
1-Mar,COUNTRY.1.,3.808,1,8
1-Mar,COUNTRY.1.,55.707,1,8
1-Mar,-1,0,-1,-1
1-Mar,-1,0.902,-1,-1
1-Mar,COUNTRY.1.,0.221,1,8
1-Mar,COUNTRY.9.,1.279,1,7
1-Mar,COUNTRY.7.,1.049,0,6
1-Mar,COUNTRY.1.,0.818,1,8
1-Mar,COUNTRY.1.,1.021,1,8
1-Mar,COUNTRY.1.,53.772,1,8
1-Mar,-1,0,-1,-1
1-Mar,COUNTRY.1.,1.153,1,8
1-Mar,COUNTRY.1.,2.088,1,8
1-Mar,COUNTRY.1.,25.879,1,8
1-Mar,COUNTRY.1.,3.497,1,8
1-Mar,-1,0.069,-1,-1
1-Mar,COUNTRY.1.,28.404,1,8
1-Mar,COUNTRY.1.,0,1,8
1-Mar,COUNTRY.1.,0,1,8
1-Mar,COUNTRY.1.,18.968,1,8
1-Mar,COUNTRY.1.,0.544,1,8
1-Mar,COUNTRY.1.,47.243,1,8
1-Mar,COUNTRY.1.,0.775,0,8
1-Mar,COUNTRY.9.,55.119,1,7
1-Mar,COUNTRY.1.,92.121,1,8
1-Mar,-1,8.526,-1,-1
1-Mar,COUNTRY.1.,16.104,1,8
1-Mar,COUNTRY.1.,0,1,8
1-Mar,-1,0,-1,-1
1-Mar,-1,0.061,-1,-1
1-Mar,COUNTRY.1.,23.054,1,8
1-Mar,-1,0,-1,-1
1-Mar,COUNTRY.8.,0.742,1,8
1-Mar,-1,5.27,-1,-1
1-Mar,COUNTRY.3.,82.583,1,8
1-Mar,COUNTRY.12.,0.568,0,6
1-Mar,COUNTRY.10.,10.471,1,8
1-Mar,COUNTRY.13.,524.339,1,7
1-Mar,-1,31.659,-1,-1
1-Mar,COUNTRY.1.,0.056,1,8
1-Mar,-1,0.379,-1,-1
1-Mar,-1,5.463,-1,-1
1-Mar,,18.08,-1,
1-Mar,COUNTRY.5.,10.725,1,7
1-Mar,COUNTRY.1.,2.699,1,8
1-Mar,COUNTRY.1.,3.051,1,8
1-Mar,COUNTRY.1.,11.603,1,8
1-Mar,-1,0.094,-1,-1
1-Mar,COUNTRY.1.,0.236,1,8
1-Mar,COUNTRY.1.,0,1,8
1-Mar,COUNTRY.1.,11.776,1,8
1-Mar,COUNTRY.1.,0.597,1,8
1-Mar,-1,27.922,-1,-1
1-Mar,-1,0,-1,-1
1-Mar,COUNTRY.1.,4.187,1,8
1-Mar,-1,19.526,-1,-1
1-Mar,COUNTRY.2.,0.086,1,7
1-Mar,COUNTRY.11.,0.021,0,7
1-Mar,COUNTRY.1.,1.208,1,8
1-Mar,-1,38.24,-1,-1
1-Mar,COUNTRY.1.,15.53,1,8
1-Mar,COUNTRY.1.,55.04,1,8
1-Mar,COUNTRY.1.,52.222,1,8
1-Mar,COUNTRY.1.,1.768,1,8
1-Mar,COUNTRY.1.,0.218,1,8
1-Mar,COUNTRY.1.,25.886,1,8
1-Mar,COUNTRY.1.,0.003,1,8
1-Mar,-1,30.134,-1,-1
1-Mar,COUNTRY.1.,1.683,1,8
1-Mar,COUNTRY.1.,970.386,1,8
1-Mar,-1,0,-1,-1
1-Mar,COUNTRY.8.,0.224,1,5
1-Mar,-1,68.275,-1,-1
1-Mar,-1,0,-1,-1
1-Mar,-1,0,-1,-1
1-Mar,COUNTRY.1.,81.436,1,8
1-Mar,-1,1.585,-1,-1
1-Mar,-1,36.805,-1,-1
1-Mar,COUNTRY.1.,3.153,1,8
1-Mar,COUNTRY.11.,56.573,1,8
1-Mar,-1,67.448,-1,-1
1-Mar,COUNTRY.1.,2.997,1,8
1-Mar,COUNTRY.1.,38.95,1,8
1-Mar,COUNTRY.1.,306.027,1,8
1-Mar,COUNTRY.1.,76.256,1,8
1-Mar,COUNTRY.1.,16.442,1,8
1-Mar,COUNTRY.1.,12.03,1,8
1-Mar,COUNTRY.1.,49.197,1,8
1-Mar,-1,0,-1,-1
1-Mar,COUNTRY.1.,17.01,1,8
1-Mar,COUNTRY.1.,18.305,1,8
1-Mar,-1,8.253,-1,-1
1-Mar,-1,0.475,-1,-1
1-Mar,COUNTRY.1.,20.254,1,8
1-Mar,COUNTRY.1.,26.287,1,8
1-Mar,COUNTRY.1.,0,1,8
1-Mar,COUNTRY.1.,37.502,1,8
1-Mar,COUNTRY.1.,70.881,1,8
1-Mar,COUNTRY.1.,7.291,1,8
1-Mar,-1,0.764,-1,-1
1-Mar,-1,1.057,-1,-1
1-Mar,-1,13.446,-1,-1
1-Mar,COUNTRY.11.,183.389,1,7
1-Mar,-1,6.845,-1,-1
1-Mar,COUNTRY.1.,18.839,1,8
1-Mar,-1,0,-1,-1
1-Mar,COUNTRY.7.,57.754,1,6
1-Mar,COUNTRY.1.,61.56,1,8
1-Mar,COUNTRY.1.,0,1,8
1-Mar,-1,4.962,-1,-1
1-Mar,COUNTRY.4.,7.053,1,6
1-Mar,COUNTRY.1.,8.336,1,8
1-Mar,COUNTRY.1.,31.256,1,8
1-Mar,-1,13.011,-1,-1
1-Mar,COUNTRY.1.,1.51,1,8
1-Mar,COUNTRY.8.,328.363,1,7
1-Mar,COUNTRY.1.,46.357,1,8
1-Mar,COUNTRY.1.,19.657,1,8
1-Mar,COUNTRY.1.,16.469,1,8
1-Mar,COUNTRY.1.,28.753,1,8
1-Mar,-1,0,-1,-1
1-Mar,COUNTRY.2.,2.639,1,7
1-Mar,COUNTRY.1.,60.132,1,8
1-Mar,COUNTRY.1.,5.631,1,8
1-Mar,COUNTRY.1.,1.024,1,8
1-Mar,COUNTRY.1.,23.225,1,8
1-Mar,COUNTRY.1.,29.059,1,8
1-Mar,COUNTRY.1.,4.822,1,8
1-Mar,COUNTRY.1.,26.242,1,8
1-Mar,COUNTRY.1.,33.746,1,8
1-Mar,COUNTRY.1.,4.832,1,8
1-Mar,COUNTRY.1.,3.589,1,8
1-Mar,COUNTRY.1.,37.248,1,8
1-Mar,COUNTRY.1.,0.355,1,8
1-Mar,-1,0,-1,-1
1-Mar,COUNTRY.3.,35.812,0,7
1-Mar,COUNTRY.1.,43.841,1,8
1-Mar,COUNTRY.1.,13.906,1,8
1-Mar,COUNTRY.1.,17.702,1,8
1-Mar,COUNTRY.1.,5.689,1,8
1-Mar,COUNTRY.1.,44.545,1,8
1-Mar,COUNTRY.7.,61.771,1,6
1-Mar,-1,0.192,-1,-1
1-Mar,COUNTRY.1.,20.656,1,8
1-Mar,COUNTRY.10.,104.093,1,7
1-Mar,COUNTRY.3.,145.958,1,8
1-Mar,COUNTRY.1.,3.19,1,8
1-Mar,COUNTRY.1.,0.129,1,8
1-Mar,COUNTRY.1.,19.061,1,8
1-Mar,COUNTRY.1.,27.443,1,8
1-Mar,COUNTRY.1.,103.041,1,8
