useruuid,admin2,distance_travelled,number_of_pois,radius_of_gyration,time_at_home,latitude,longitude,time_coverage,urban,poverty
03e0dc21e88ecc5ab8dfd8fdac0a0c154c66c1dd90f6961e5998046904713835,CIV.1.1_1,3.781,1,0.0,3328,5.49959,-4.047,7706,1,8.0
03e9a9e3907fd0a9ca9ebdc1be53f5b01e140754b3c6be9787216895ec774f8c,CIV.13.1_1,42.915,3,2.177,8720,6.80701,-5.25603,60965,1,8.0
04681e8fc8b8ba5407e7ab336f67d5ebf1b640711686b394071a6a42796c1ffe,CIV.1.1_1,4.957,1,0.0,64556,5.39154,-3.97156,67611,1,8.0
047957d60f614bd1920db91eaa010a53c83a82c5fc200ebaea01fa9e58b221f3,CIV.1.1_1,9.753,1,0.0,15191,5.31195,-4.00974,19146,1,8.0
051eb6f0aff0d3c3ef52bc597af3ad4f8c23d48eb71180d10ccf1be0b9cafe46,-1,3.918,0,-1.0,-1,,,6973,-1,-1.0
051f8c727fd685ffd7bd9300d68da3adfee0e82b230ced66e28841b57778c664,-1,84.973,0,-1.0,-1,,,23893,-1,-1.0
0521e193e079d469218375c0b411af8d71a112274e017dfe5bdaa8c1ce4d1993,-1,0.229,0,-1.0,-1,,,1520,-1,-1.0
05245b173a4ec658ec8569b14d6a5bf227adc1f7566496cea552f315bd34e8af,CIV.1.1_1,5.95,2,0.156,15830,5.30096,-3.96981,38287,1,8.0
053bbabfaaaba49ca89fe8e7078c882a8de7ea33b3630823c6de072500be8c29,CIV.1.1_1,3.465,2,1.196,19169,5.29816,-4.00452,39076,1,8.0
05a60b2e8274725cc2b3481e8bd866ac8f0f08f0205a8a26055cfcd4cd12c7f9,CIV.1.1_1,42.216,1,0.0,1602,5.3025,-3.96927,56533,1,8.0
0632c7dc56ff88854e6313fd3ba2f005d19a0416cba08e35aa32ffa4e618079f,CIV.1.1_1,1.119,1,0.0,1789,5.39024,-3.92525,38699,1,8.0
071146dfb8b7005283bb6f998f28fc5033e2cf7594de30f287aa97fd12df0d2a,CIV.2.3_1,52.862,3,2.016,4336,4.74474,-6.64424,36262,1,7.0
0721c4c96878ef17fc24e3698f0fd0e859c57f33b72a7364c78e7bfea6bec53b,-1,0.449,0,-1.0,-1,,,508,-1,-1.0
07229642aab4f40cbfc3b01869db88447a2680284622444564a53b9e48783a63,CIV.1.1_1,2.632,1,0.0,1202,5.41523,-4.00669,1202,1,8.0
077853689ff0e8c8f1c3ca1802782e448f751359f9b11f4fcec7548dd11bb444,CIV.1.1_1,3.349,2,0.973,55896,5.30914,-3.98254,57469,1,8.0
07d37890445bfc9441117a0c1bc0c83fbc76911f47db812986a717a1b3d07b06,CIV.1.1_1,73.042,2,7.774,1822,5.31759,-4.01777,158949,1,8.0
07f5c43f408f0143370300f903a8aa1b2af1f6f8053212cdf343449a962a0227,CIV.10.2_1,7.747,1,0.0,11315,9.47723,-5.58911,44000,0,7.0
08719b0f8022fcf8f1616da55b6f7be5f4e6f0d69036105bd1a0080d21cc0ffc,CIV.1.1_1,8.356,1,0.0,81637,5.40253,-3.99353,89472,1,8.0
0888066ed8d9f6c0cf11adaf9f813b4bb8177b24832140945e39fbcc278e8bb7,CIV.13.1_1,5.108,1,0.0,4062,6.76483,-5.26794,28982,1,7.0
08e483084a6cd0e1fdaf9720e3d525f5319ceccdc922f1196a5d35d80f92815c,CIV.1.1_1,3.888,1,0.0,73716,5.3476,-4.02649,73716,1,8.0
09a8cfd77e64d996f93cf9e443add41973c633a085a0a027a50402e4fa2f81ae,CIV.1.1_1,8.969,1,0.0,2833,5.34623,-3.9957,51927,1,8.0
09d1f50dd0d30c559f23c2e9b9f3c95c1176df9626ef5fdb8c9638929bab797b,CIV.1.1_1,18.423,1,0.0,30948,5.32483,-4.0195,34322,1,8.0
0a1b1495875ef8ce5bdb54df1a977e401263d7270907a35b6fd48c1ca3852ce7,CIV.1.1_1,13.707,1,0.0,2411,5.40253,-4.00452,19240,1,8.0
0a70c49205e40833a74b7a9bff3e2530fe378b1f13f8d4d34f82865fa2d6be63,CIV.1.1_1,4.495,3,0.434,18196,5.31168,-3.94331,50452,1,8.0
0ae3e325d34dd43b8c0a83db0cae8e6e7136edb99e13922fbf916f26aa20ded2,CIV.1.1_1,2.292,2,1.188,5169,5.34699,-4.08721,9608,1,8.0
0b1bf79a7c2fecd9ad9e3dbced65c943541aa6437d2a0b9d27047e2e649eb41c,CIV.1.1_1,19.835,1,0.0,62611,5.34052,-4.07046,152964,1,8.0
0b47a144fff1931fadb76b81e0d53e5bcac0ab9fc6b65e9dd81ccd16cc9af4f5,CIV.1.1_1,28.174,2,4.062,48684,5.37506,-3.97156,72728,1,8.0
0b709218e494463425b794200d26ba42c4636e015ca34728cc06945b356ca0bc,-1,18.588,0,-1.0,-1,,,63580,-1,-1.0
0c525289db4130c247da6df807e3025100547e6380e182103a6f8905871c819b,CIV.1.1_1,2.104,1,0.0,5875,5.34698,-3.92103,9903,1,8.0
0d25434ec1721adfd1551271cdfc78e772285f98c0cc78807732dd3bac172ca5,-1,13.529,0,-1.0,-1,,,83628,-1,-1.0
0d734bf55f4f445bbfedd1ccfea18eef51afffd3859cc90c1d32c58fe9631b5c,CIV.1.1_1,15.334,2,4.924,13546,5.36687,-4.00008,14463,1,8.0
0d7775d81976f36ea7f9f050584e4a579c2fc5ea18e795a5982859bde233f34d,CIV.1.1_1,49.86,2,2.357,15730,5.34777,-4.07041,39287,1,8.0
0e223dd546854af88fb41c0dca27acfebbc8ef3bfeb1ecfb0c5de3e0bfc30072,CIV.1.1_1,3.474,1,0.0,6033,5.26223,-3.99778,7080,1,8.0
0e25b20f71df7c05942886ce7ca7bcf9fbe79153530c1a9320197b8940148615,-1,68.8,0,-1.0,-1,,,34565,-1,-1.0
0f6d95b0d5817ccc573a80505c1f271379a53f0180290204252c3637ad1d46e8,CIV.1.1_1,0.2,1,0.0,21240,5.33543,-4.02122,21240,1,8.0
0f7c9a564bf6a72dbb08b3cfe138d8371a1a1659cdc4ac946cd6d3f5ea719ebf,CIV.1.1_1,1.991,1,0.0,30815,5.26287,-3.93795,35389,1,8.0
0f84b672009bd9ae7bf4f1e4d3aef157d4696aee03afaa0f55a2acb2a9053acd,-1,20.18,0,-1.0,-1,,,92326,-1,-1.0
0fcce92b83654d08be32b4e06f0b757bc2a88703a3bc734102aa16070c9be8c4,CIV.3.2_1,2.481,1,0.0,3652,5.15927,-3.46415,29454,0,6.0
0ffdbaf21ed822adb6eb815bee25c03944d8d73f6d80f9d07c8ab16b76cf8b60,CIV.1.1_1,63.789,2,0.142,4046,5.27862,-4.00427,25040,1,8.0
103514f581d71af2da5ce122fb9c7b299a979479a2eebe35b38b374e46e27b5a,CIV.1.1_1,49.656,1,0.0,7726,5.36957,-3.91663,24728,1,8.0
1040cd1efe6d72b1d6974b824cab7b4cede5d9af3821310f10b68b42035a4f86,CIV.1.1_1,42.343,2,11.088,52344,5.3476,-3.94958,68136,1,8.0
10993ebc6ef21f3881391ac2e297b02d6e90730315f96e1b8a39e3aa1bcbe402,CIV.1.1_1,9.665,1,0.0,10946,5.2822,-3.95061,15361,1,8.0
10b5723ac01090c287f715c8d61d189e16e1dd95b036431f3bad5dd431a552be,CIV.10.2_1,0.512,1,0.0,9393,9.44237,-5.62094,15366,1,8.0
113d6b605b1e4daf3ccf9849c939b01680ee510c05235747f36b12fea20f7e13,CIV.1.1_1,10.667,1,0.0,65680,5.4532,-4.00682,66740,1,8.0
117a44500e093e7bed1f8fe61d4b0e7f8357fc399978e5266d775a10b163fb47,CIV.1.1_1,0.145,1,0.0,68476,5.29232,-4.00671,68476,1,8.0
121016d3d3d431b0b070d3f1c3e89ab2858e825f9b509ca875453490f21d3f05,CIV.1.1_1,26.191,1,0.0,5401,5.40219,-3.96521,30003,1,8.0
1210c54a57d51f459f811e0bd25fc3b094be6d0a95cd0131efd8ae5d7885362e,CIV.1.1_1,1.774,1,0.0,939,5.37738,-4.01288,3383,1,8.0
124a95c136430ee20221e6e3ceb7a73ce86544df39d83e443ed87173e4c7e9a9,CIV.1.1_1,24.624,1,0.0,2322,5.36957,-3.96057,49517,1,8.0
128f9067919a39bfcb0db65d41be803c093da0f3293d2795c8857a5309cb536e,-1,3.765,0,-1.0,-1,,,64065,-1,-1.0
12986961efbe1d33b4e713cbe21c1a4f694e33f21af90e47c5510b6c4db8db43,CIV.1.1_1,51.362,1,0.0,52695,5.40253,-3.98254,278084,1,8.0
129d7354f7b9361a9501cd0a66079a68be9c784e76cb6e2bb42c696d1602a1ae,CIV.3.2_1,0.445,1,0.0,3399,5.22389,-3.81608,6958,0,7.0
12d5f08ad78268dafbb12c399b6c438af10133066ddefc60483bc4dfcac0e770,CIV.1.1_1,7.122,1,0.0,22054,5.30843,-3.98485,50970,1,8.0
1421949b07cb7feec82d9da98bb2dd4dec92a08d122bf7086bb544724f0b9a57,-1,139.199,0,-1.0,-1,,,71543,-1,-1.0
1437c140fa3cd6d04fb175f4c6762835069fe92042b50c0d22bbdd4cbfecde1d,CIV.1.1_1,6.224,2,0.5,49413,5.34713,-4.0179,64331,1,8.0
1479d4ddda839e06be4ada96e7e171b73fd1a1c5d004daf848fb1878c8371aa3,-1,15.173,0,-1.0,-1,,,54057,-1,-1.0
14c582efdd4fdc120e73ace386a36228d81ba316165d227330c039f1ae63742b,-1,3.725,0,-1.0,-1,,,69189,-1,-1.0
155b0408a1a7e59d6256b95ccbf93f5f0779178d11ced259cb02e2a7a9634528,CIV.1.1_1,47.013,2,0.42,2870,5.35705,-3.9008,15496,1,8.0
15888757d6cff1713fec5e59d13aa7f5d59297beddd142ec16d2e4df150a46ac,-1,0.0,0,-1.0,-1,,,0,-1,-1.0
1629875e9e938a040e9bc73ac257adfc03dd0038415dc068f7dc5dfa9764e53f,CIV.3.1_1,4.831,2,0.971,10494,6.73302,-3.5015,27723,1,7.0
1772ab42076e886efd425d23f756affb777155baecac538f81166eac6ceb9433,CIV.1.1_1,25.264,1,0.0,21573,5.35709,-4.023,69002,1,8.0
179a470cec1eb77503e5e5e27f66edc110e71df898dbe0249c4ecb26e7724c79,CIV.1.1_1,27.074,3,6.4,8253,5.29959,-3.97715,22944,1,8.0
17fba2b06b338ff77be4993323d299548216e35071547883d9b96aaa41a7bf6d,CIV.1.1_1,0.726,1,0.0,17994,5.35324,-3.97035,19735,1,8.0
1815e81717bef1bcc225b5575e196f309219e6ba6c705e64ed7d400b1848c874,-1,0.0,0,-1.0,-1,,,0,-1,-1.0
1892ec0c2b4ec7db5ecdfb7878b2a2c22b2928b760329d22d0905edfb767cf10,CIV.1.1_1,12.269,1,0.0,21244,5.36957,-3.96057,28959,1,8.0
18c30d03e9d9cb7d04b5bb895650dec8700301b4928e1270566e9e282c6fa6c1,CIV.1.1_1,24.741,1,0.0,648,5.34499,-3.92458,23709,1,8.0
18d49a020223940b5c86aecbda9190b44c946d4274fd9148c4465b626e1c5f85,CIV.1.1_1,20.003,1,0.0,32923,5.28717,-4.0155,33231,1,8.0
190e5ce3d4fa89b862b976413c3e4a61aff1702a7bbfda736f83f5d0fa2245c7,CIV.1.1_1,98.946,2,4.849,44996,5.36957,-3.99353,206918,1,8.0
193d6ed62a80e727f388c13a8e39b6c7772428ce5cd51ebf64970676bb6706c4,-1,0.416,0,-1.0,-1,,,9508,-1,-1.0
1968963f2809062e7e57fa5b1ec14cfde706efd5b650282d6d6006fc9e873589,CIV.1.1_1,2.711,1,0.0,667,5.33885,-4.00381,7796,1,8.0
1a5620b18c95f21c28753ad79cf4b7bcb4c10800556f60379bf56a84a3f97fae,CIV.4.2_1,3.071,1,0.0,33366,9.35764,-7.12774,40638,0,5.0
1a57a716bfc26b36546d5a7d12bc6882ab807f292b29c1d19865b7ee736c8566,-1,4.747,0,-1.0,-1,,,89888,-1,-1.0
1a585b3ed4b9641c18272270365aee5d22ecf22d7fc4ecf13096c6ef1f2b7c3d,CIV.1.1_1,0.042,1,-1.0,60584,5.3682,-3.99745,60584,1,8.0
1ab17680ebf8a349d59f7b0dc000b5ffa6204663164a62ca1b2223561bb02461,CIV.1.1_1,8.754,2,1.663,10150,5.33799,-3.97344,57232,1,8.0
1acc20d77c873d6f79b74cf736e537f7121fe0f9c80cb526937b2b9faa2baa0c,CIV.1.1_1,5.775,3,2.169,2269,5.35942,-3.94257,14513,1,8.0
1ae739fbb6c12874e3505d5f1574264f5d016e797c5ecf233525dcedb0577037,CIV.14.2_1,7.914,2,1.818,8823,8.0609,-2.81358,11546,1,7.0
1af6248c12d7a720541b263be5aeb6a831f6b4c93b7f6c20147e032698a67675,CIV.1.1_1,14.664,2,1.16,13500,5.34097,-4.10098,18820,1,8.0
1b1e32f7569154b46c99fc0bcdf04166e66d1d108547e8d56f249a5ca77c24d0,-1,3.672,0,-1.0,-1,,,7870,-1,-1.0
1b48ac64ad4a132094d1bc32c5a20ef1c87bc9f804d0a2d40c9d6d9051bd32ec,CIV.1.1_1,507.451,2,1.377,7216,5.30914,-3.99353,31183,1,8.0
1b6da41c33d32ba7e155090277ece2ea4ef467e08c561dc59f2e18a5684a1844,CIV.2.3_1,10.457,1,0.0,28814,4.77856,-6.64919,83150,1,7.0
1d06e676722f3ef1d2d4ef36c532b1e08adaa93f0e816cad3de9cfa7b2499a0b,CIV.1.1_1,20.143,3,1.623,7621,5.36206,-4.09836,51801,1,8.0
1d1f48374a7b102b9fc855cef75d9754b3cd9ff4b59b351ffe0487838e222546,-1,0.0,0,-1.0,-1,,,0,-1,-1.0
1da5d8ac1b25b0f70a7f421c77090812b3010c38bfba60e98ac6428b9dc609dc,-1,22.901,0,-1.0,-1,,,94514,-1,-1.0
1e246e75732097222a5e2de1aad3f3c58f903286401c7057758fd8ebf705e9e8,-1,55.139,0,-1.0,-1,,,75895,-1,-1.0
1e9b30600f15e4c88f39b9b01938ecf555eb139e886d0791a607c1da7a0ec683,CIV.1.1_1,1.59,1,0.0,54580,5.29623,-3.96951,54835,1,8.0
1eabe9d0c86d9c5a7441cbfcce1bffa1dc6727e2d8aba97bdf83393ce87cd368,-1,0.0,0,-1.0,-1,,,0,-1,-1.0
1eb35a4aa073051b3ee7895ee315e96fb75746de0a6121e99cfaafb36b4e0efe,CIV.8.3_1,7.299,2,0.312,7882,7.40333,-7.54932,28259,1,8.0
1ed666bf60d9089489e2ddd5e095eee6924c0992bd44b4326795a4f10c208357,CIV.1.1_1,34.663,4,6.524,38860,5.43995,-4.02985,72857,1,8.0
1efef4536c0a1185da00390cfe446f4a96245c94bdd73c858490d1b5f282c4d3,CIV.1.1_1,0.89,1,0.0,749,5.33952,-4.06459,60140,1,8.0
1f8976f1a994819fe84eb86688e2ee511874fae5f3667b6d37750c9a7b520dbc,CIV.3.2_1,194.57,1,0.0,4816,5.29227,-3.58877,68677,1,7.0
1fcf2460d67c3e01acf21d9d7e66678694ebd23aed525f5d826a169e246e776f,CIV.1.1_1,13.829,2,3.965,35605,5.40131,-3.98285,75604,1,8.0
1feef02470754c6473574f1a984c404eedf3b07cf2baf3363338cf609ab9b13e,CIV.1.1_1,1.039,1,0.0,120975,5.2891,-3.97204,120975,1,8.0
2002918a99c83e023f68dd900a1a240948a73c4bcb00ae2db0503ee8f3a3c325,CIV.3.2_1,0.274,1,0.0,4866,5.28616,-2.80035,4866,1,6.0
2013fd361cf87eab6b8a5330d042052387bab14651329e28828b9c44c7bf9625,CIV.1.1_1,0.036,1,-1.0,15616,5.37365,-3.93445,15616,1,8.0
20f8d69e3493b188d688d3679f6b9f055392ac68636986733af830e122a591b1,-1,23.562,0,-1.0,-1,,,64914,-1,-1.0
2109a15096ba53889388c89442cb5b4906a73d18862a12b195f107ba616cb08c,CIV.1.1_1,0.007,1,-1.0,24764,5.29242,-3.96977,24764,1,8.0
218eaa19bbf2b06bc5abbd31422ff0076b1ff890f7a60625a9d8fc76302256f9,CIV.1.1_1,19.568,1,0.0,48719,5.33873,-4.08827,72390,1,8.0
219c139a019876597e95f0cfa0e88e60c83f2475389c58eec1fcaf8b3f6fab0a,-1,173.096,0,-1.0,-1,,,92766,-1,-1.0
21e02431c0d9986f97b301ddce280fbc0e1e29059c27470e675e1b8ca8c700c7,CIV.1.1_1,31.434,2,0.772,1523,5.26002,-3.96914,13716,1,8.0
220f3b31fe65fcc4c078b51e61c1f4abdb45f4816708af433c36b788f5ca37e4,CIV.1.1_1,10.8,4,1.448,13606,5.33112,-4.08142,50005,1,8.0
22472fb4720fc1a275bf55c59cc316e73e953af1c05c8eb7042ba889f2f5bdaf,CIV.1.1_1,0.675,1,0.0,10613,5.3673,-3.90703,40850,1,8.0
2291af4c21d66c1a13b3e90d35a6f15558a708b40aa7d4d1a7a9822e364c975a,CIV.1.1_1,35.106,1,0.0,27158,5.30365,-4.00452,33769,1,8.0
2292874c42ac287b9c50e450bd27576b97e50ada967557cc955b65bc0eeb23ef,CIV.1.1_1,1.03,1,0.0,3556,5.44851,-4.02405,57221,1,8.0
22a8c823c9f78347bd89763fe4f383fea904ce1ce7927ef5f0c3e24299b62d71,CIV.1.1_1,31.504,3,0.678,7585,5.3421,-4.09241,29660,1,8.0
22cb11e7b174919eb60179f8d8e89d5c2f91b96d7fceebf10e80b184435ce489,CIV.1.1_1,0.01,1,-1.0,86374,5.3218,-4.06189,86374,1,8.0
22dccbccd08912e82a94092eac122aedc515a36d50e28bc16c3f159ae3a462ce,CIV.1.1_1,70.228,3,5.331,110048,5.39703,-3.99353,162401,1,8.0
22e632ba658c2b9274fdec97e3d3124e7cd1139004b1fc5e5a6420edcadc6655,CIV.11.1_1,22.121,3,3.274,4546,7.64653,-5.02894,78464,1,8.0
231bb0ef17bf3b939694dfac2f4a238d2b0c81887429116d69d0669ad2d35cdb,CIV.5.2_1,2.795,2,1.696,28013,5.83956,-5.34034,30899,1,7.0
2344428dcca7ac750bcc5462bb9421ad5261c70b2a85359eccbe800802fcf9d9,-1,16.619,0,-1.0,-1,,,137997,-1,-1.0
237c60b11bd90c75093b03f5f797fcac0cd14d8e3dd725c9ffb5056dac3ce989,CIV.1.1_1,0.009,1,-1.0,68855,5.26003,-3.98194,68855,1,8.0
23a1e07b66a24768278169d6cc87b71528b2ee55344292f23a283ff26ba1cd40,CIV.1.1_1,14.79,1,0.0,604,5.3476,-4.0155,24798,1,8.0
23b89f03347d4a9614a10ff40949a39d0f5832c73579f23e0fe30c29ad4c4547,-1,0.0,0,-1.0,-1,,,0,-1,-1.0
23c167fdab146a9a9e903ee85968cad112a54d731243007ae268d2d7b35bf835,CIV.1.1_1,24.002,3,2.09,44373,5.39703,-3.99353,73106,1,8.0
23d72ec8cf18e4a924738ea8b9b54c10b695c5751b2173cb4ce48bdb991cdf8e,CIV.5.2_1,3.42,1,0.0,6482,5.83497,-5.34912,8231,1,7.0
23e4d7d06fe08c8c75e2d2183413ba9dff9e3c1d312edb7ff40f660a114f36f1,CIV.1.1_1,94.194,1,0.0,12015,5.36384,-3.96069,42884,1,8.0
24d364eb0a6b612f5b68ad8ee1926976ddc50ab1f0f1a964df6507345090bae9,-1,0.0,0,-1.0,-1,,,0,-1,-1.0
252e31cf58e5e3f894a4d90c5c7e0234cf130b2394f5dabc893011cbabb3288a,CIV.1.1_1,4.671,1,0.0,74066,5.29293,-3.9605,115155,1,8.0
255043031d4500285a08663007cd075f6e5b3052d76b7aa82f6a7bcdc24f084e,-1,0.284,0,-1.0,-1,,,7606,-1,-1.0
261ab5f77d17916e617d38cf28b7034162ca735e1664cedab09c2bff4c40601c,-1,14.534,0,-1.0,-1,,,103119,-1,-1.0
264d176bd4d4152feb46bc8c22c5bca4f84c25f14880e4a50b617ea297da8d05,CIV.1.1_1,41.673,1,0.0,7906,5.35641,-4.02292,55840,1,8.0
26af9298faea49bcebf386ca85bfce0c2461fc3dfd1fb9264e63cced8f68489b,CIV.1.1_1,17.927,3,1.28,34901,5.36407,-4.0155,54009,1,8.0
271d958dc63d9f1b74db2c3dbf156cce53a95b9067fa1b274e696a482b9fe032,CIV.1.1_1,22.346,1,0.0,42168,5.32562,-4.05945,43028,1,8.0
273d14d0da724b65f053c673565898072bd6331902865b2c6cfc5aa28e6ccfd3,CIV.1.1_1,12.426,2,3.785,14159,5.35961,-3.98999,22455,1,8.0
273d42a30ef9305482058b28b0749766d7abd06c855c9ecf768016f5a9081421,CIV.1.1_1,0.046,1,0.0,26403,5.35398,-4.07341,26403,1,8.0
274405d667d6f55cb4e6a64476a670c200333fba920480ec8e7d20ea4f07709e,CIV.1.1_1,11.405,2,1.627,51432,5.3421,-3.99353,73098,1,8.0
27530278330a8d0ba045c928f64471ef263abf28dfee7611ac8dffc4aed40ed0,-1,0.0,0,-1.0,-1,,,0,-1,-1.0
275df6308235bcb58c99afab73748547b9e01dfa14b04b17d5d84410016a1b87,CIV.1.1_1,195.738,1,0.0,13107,5.34421,-4.00628,61408,1,8.0
2780d17a2329d9001d11b5a8e8d32fb50708e13304d83ebcdee1dc547ea69223,CIV.2.3_1,21.174,5,4.292,10767,4.76648,-6.6842,36360,1,7.0
27a7e880ced1e8c47bc474edaaf70be74cdbb98715b81b86035c813e005c447e,CIV.2.3_1,44.637,3,1.185,154454,4.74884,-6.63025,278858,1,7.0
27ae2581775a06c01b66aa0e843564b447db5a5d396eae323d3b7d96872fb883,CIV.9.2_1,43.946,2,0.96,54019,7.03949,-5.50964,102805,0,7.0
27d1497ade37a665e9a3c49102549444947ecb0081e1d178cfb3960e1e9da7f0,CIV.1.1_1,8.836,1,0.0,8967,5.35309,-3.99353,71836,1,8.0
27d1c050fb24aa2ff069d2446c04862811582683f0d3e7b014866b6afc449054,CIV.1.1_1,33.905,3,4.909,70188,5.35309,-4.10339,90549,1,8.0
28040786c7e6ade084250168a250018ef0161ef0c5d10cb7b758f76b0063b67e,-1,15.508,0,-1.0,-1,,,9132,-1,-1.0
281610d505514385651c9ee02b001d43c9e56a9cd0e52b83209b29ddf7ccc6f0,CIV.1.1_1,13.914,4,1.679,2890,5.25767,-3.96562,87907,1,8.0
288a86cfad2642d9137808045cb7b5f697ec997c809931c524f8fa19cad619f8,CIV.2.3_1,18.45,1,0.0,24698,4.76113,-6.68737,32002,0,7.0
288abc261484f8b90b7188f9cee38e5a90ecc30f2aa191b97e7f93a3c36511ba,CIV.1.1_1,25.446,1,0.0,11445,5.3476,-4.04846,62361,1,8.0
28c0c44ff9b9df5f2a4041555c94dfef46f1ddc11c1f3cb7c0a6b35b3ad0ebff,CIV.1.1_1,24.237,1,0.0,231235,5.33277,-3.93714,275567,1,8.0
28d78348c9eb20438646173ef4494afaa45727e6f0c0835fe5aabbac2407d051,CIV.14.1_1,7.312,1,0.0,43666,9.27493,-3.00133,51935,1,6.0
2955e9fa6a811d7c34ee882e62e12b446d7e4578d4820e2dfb8c90fb224c18ef,CIV.1.1_1,41.56,2,2.918,66083,5.36258,-3.97674,158749,1,8.0
29591195c68e2d213217abf7b1f1b2a95b6d444e2696992c8b32f8eacfd505e6,CIV.1.1_1,40.418,2,4.531,55710,5.40432,-3.99627,120571,1,8.0
29bc57697a9cf88e9a1f149e195254431fb2c23f964360a53eaa0a5bbe64b9a1,-1,4.056,0,-1.0,-1,,,5449,-1,-1.0
29ff60a74f1b2f22c5195eb5e4cfaf48ca7f9f5f3d1ddee36e34848bdbdc2c12,CIV.1.1_1,14.424,3,0.178,48349,5.36957,-4.00452,67685,1,8.0
2a2de4b5372347bec62aec57558daef2f48e20afb4966350054a1f3df88c6710,CIV.3.1_1,45.495,7,2.338,26429,6.72616,-3.52047,146305,0,7.0
2a6f229043e1e90e1c1ce7e111811fa10636786110a0d6d015e8387da07ae7f8,CIV.1.1_1,5.977,3,0.608,34173,5.31983,-4.05727,63843,1,8.0
2ae47f6bb6ecf272789dbae90cdae3a7fa21851d951808a75c750f9910d9950c,CIV.1.1_1,2.93,3,0.367,39989,5.301,-3.96539,65927,1,8.0
2be1c3cc26d6cb35baece9df492401eac8dd22e88e429ec13d7c66b484d0a25c,CIV.1.1_1,10.898,1,0.0,21148,5.44098,-4.02649,26913,1,8.0
2c6b2e8b65f42188b1f6b0c03307a5d4d943bad9277abac24e2e85b2119048d7,CIV.1.1_1,47.893,3,5.509,9062,5.31158,-3.97875,35226,1,8.0
2c82761ae96a32e26901fff10fbf9c2c5518943177b6f0ece1e7a008ad961ed4,CIV.5.2_1,3.5,2,0.342,50924,5.8533,-5.68672,79157,1,7.0
2d0410ef08b3241ebaf2f0163b0b03cdf9ef90bc64656c696be44ea9aa47d465,CIV.1.1_1,33.882,1,0.0,30700,5.29293,-3.9605,110794,1,8.0
2d1a2597f2a23e76e57cc7ae67313158f8ef1f0affa3b7e9e0f6b776ad3b1f73,CIV.1.1_1,0.002,1,-1.0,889,5.35128,-3.87605,889,0,8.0
2d6945300768e23f549fa5b4fac59f3dc29c485aaa732e83c244bbffeac7b714,CIV.1.1_1,20.906,3,4.495,66640,5.3476,-4.0155,111545,1,8.0
