useruuid,admin2,distance_travelled,number_of_pois,radius_of_gyration,time_at_home,latitude,longitude,time_coverage,urban,poverty
04681e8fc8b8ba5407e7ab336f67d5ebf1b640711686b394071a6a42796c1ffe,CIV.1.1_1,10.895,1,0.0,58149,5.39154,-3.97156,64674,1,8.0
047957d60f614bd1920db91eaa010a53c83a82c5fc200ebaea01fa9e58b221f3,CIV.1.1_1,0.402,2,0.401,5817,5.35309,-3.97156,7763,1,8.0
051eb6f0aff0d3c3ef52bc597af3ad4f8c23d48eb71180d10ccf1be0b9cafe46,CIV.3.2_1,5.326,1,0.0,11415,5.22125,-3.72986,16418,1,7.0
0521e193e079d469218375c0b411af8d71a112274e017dfe5bdaa8c1ce4d1993,CIV.1.1_1,0.085,1,-1.0,91722,5.33037,-4.07001,91722,1,8.0
053bbabfaaaba49ca89fe8e7078c882a8de7ea33b3630823c6de072500be8c29,CIV.1.1_1,5.16,5,0.732,5438,5.30819,-4.01519,56177,1,8.0
055399b74a758773cf820d2c6d08db826b152b7e90aed42557e9580c1c87b5a9,-1,2.774,0,-1.0,-1,,,842,-1,-1.0
05614aa14efee0a8fc0d4019bbd204ee1cb7f5d408281b9721b33ed0ffa939a1,CIV.1.1_1,5.783,2,0.184,909,5.39435,-4.01384,13153,1,8.0
0579e9fd711637f4330411f1f6907f614fa373faf39145303fcf862c86dc9ff7,-1,2.16,0,-1.0,-1,,,5049,-1,-1.0
05a60b2e8274725cc2b3481e8bd866ac8f0f08f0205a8a26055cfcd4cd12c7f9,-1,4.457,0,-1.0,-1,,,21086,-1,-1.0
07229642aab4f40cbfc3b01869db88447a2680284622444564a53b9e48783a63,CIV.1.1_1,53.367,3,1.996,19870,5.41519,-4.00662,135735,1,8.0
077853689ff0e8c8f1c3ca1802782e448f751359f9b11f4fcec7548dd11bb444,CIV.1.1_1,6.694,2,1.16,42391,5.31103,-3.9868,86454,1,8.0
07bbd6844c2d8425ecd173f1e26185ddc52ae74daecc8e1e5d2edcb8a665fa76,CIV.3.2_1,0.092,1,-1.0,29493,5.23659,-3.62087,29493,1,7.0
07d37890445bfc9441117a0c1bc0c83fbc76911f47db812986a717a1b3d07b06,CIV.1.1_1,2.343,2,0.036,1145,5.32132,-4.01627,48009,1,8.0
084104edc28090b67c4d5a0faf4ea25854f1af3c7fe26ad5902960a42fc2f8dd,CIV.1.1_1,7.143,2,0.088,51558,5.39364,-3.95181,72482,1,8.0
086032258da37ea820d4fbc1826d7cc38e77f8fbae0a2bbd1c3b1da5956eb940,-1,0.0,0,-1.0,-1,,,0,-1,-1.0
08719b0f8022fcf8f1616da55b6f7be5f4e6f0d69036105bd1a0080d21cc0ffc,CIV.1.1_1,13.144,1,0.0,74353,5.40253,-3.99353,77118,1,8.0
093bf5ae0e976a6deb3da61ba027777cb7c3e975f44d2be895e43a3a2964c5c4,-1,0.0,0,-1.0,-1,,,0,-1,-1.0
0987f72aa833584caca12871d4ca93d4888184f62b00fecbc8370ba67443acee,CIV.1.1_1,4.12,1,0.0,82937,5.36407,-3.97156,112001,1,8.0
09c632d25d08ba232be1b167eb3852c44da3fd61aa7bddfb6ae027d970bdd6cc,CIV.1.1_1,1.56,1,0.0,6897,5.2597,-3.96057,10940,1,8.0
0a1b1495875ef8ce5bdb54df1a977e401263d7270907a35b6fd48c1ca3852ce7,CIV.1.1_1,16.564,3,3.262,29935,5.38381,-4.00123,47994,1,8.0
0a4952cf31fef9ce93c88312a6676b50066d739fc64fbab0cdd90145949081a4,CIV.1.1_1,11.725,2,6.749,62401,5.41717,-3.98577,104663,1,8.0
0a70c49205e40833a74b7a9bff3e2530fe378b1f13f8d4d34f82865fa2d6be63,CIV.1.1_1,6.175,3,0.565,41118,5.30914,-3.94958,59655,1,8.0
0ab49821c3fce31fd9f0d17ee2ac3441af30fdf2f09b5409314272a6b5eaa4d8,CIV.1.1_1,82.618,1,0.0,18596,5.36167,-3.94688,39308,1,8.0
0b1bf79a7c2fecd9ad9e3dbced65c943541aa6437d2a0b9d27047e2e649eb41c,CIV.1.1_1,0.0,1,-1.0,23976,5.34107,-4.07057,23976,1,8.0
0b47a144fff1931fadb76b81e0d53e5bcac0ab9fc6b65e9dd81ccd16cc9af4f5,CIV.1.1_1,4.321,1,0.0,41490,5.37506,-3.97156,70365,1,8.0
0b4ceba9b6daa411d51e25a1ae4dc41a95edb478c4da7d9a864deb3c0b214e9f,CIV.1.1_1,28.752,1,0.0,4491,5.35236,-3.97368,5416,1,8.0
0b709218e494463425b794200d26ba42c4636e015ca34728cc06945b356ca0bc,CIV.1.1_1,0.0,1,-1.0,80208,5.35858,-4.05945,80208,1,8.0
0bdec175637581ca9d00b5383a75eebb2fb9e361af125b04ac09e76eebca086b,CIV.1.1_1,1.438,1,0.0,5872,5.41357,-4.01725,37421,1,8.0
0d6a82d285f182cbd7e92b873007fcb683c471ed7fd199e8e82f0aa5ad6ca196,CIV.2.1_1,0.076,1,-1.0,5625,5.02057,-6.07929,5625,0,6.0
0d734bf55f4f445bbfedd1ccfea18eef51afffd3859cc90c1d32c58fe9631b5c,CIV.1.1_1,0.006,1,-1.0,6000,5.3407,-4.0572,6000,1,8.0
0d7775d81976f36ea7f9f050584e4a579c2fc5ea18e795a5982859bde233f34d,-1,10.687,0,-1.0,-1,,,4679,-1,-1.0
0df321072094b2382ee0775e5757808fe8565326d092df4da994954daf27b687,CIV.7.2_1,3.331,3,0.326,6831,5.25178,-5.00423,114189,1,7.0
0e25b20f71df7c05942886ce7ca7bcf9fbe79153530c1a9320197b8940148615,CIV.5.1_1,13.23,1,0.0,16497,6.12213,-5.96008,26405,1,7.0
0f17c23331961c831169a887ff559ab12478aa3f49707e2817b45e0632f8c04e,CIV.1.1_1,32.28,2,5.639,4767,5.37472,-3.97024,15883,1,8.0
0f4629b61bb9bd638fcca89a735b5a0c5cad7da46c00aee0359c82cb89e49292,CIV.1.1_1,3.987,1,0.0,2072,5.31018,-4.10146,57506,1,8.0
102a24909096ec74060e5458a898cfa504913b7ea1a0eb33fce86056394f74ed,CIV.9.2_1,0.737,1,0.0,1012,7.03418,-5.53893,5858,1,7.0
1040cd1efe6d72b1d6974b824cab7b4cede5d9af3821310f10b68b42035a4f86,CIV.1.1_1,0.001,1,-1.0,2933,5.36641,-3.93924,2933,1,8.0
105e2bfa4985f27a12a610bcfe5de888fe3f3b2f1b3cde3c8ae994d92de64620,-1,0.0,0,-1.0,-1,,,38,-1,-1.0
120b77cad108e2781f94e6f466931cf9a52bf816167ab4b517f472c7af65a1b8,CIV.1.1_1,4.493,1,0.0,6875,5.3006,-3.97618,18080,1,8.0
124a95c136430ee20221e6e3ceb7a73ce86544df39d83e443ed87173e4c7e9a9,-1,35.189,0,-1.0,-1,,,91480,-1,-1.0
12986961efbe1d33b4e713cbe21c1a4f694e33f21af90e47c5510b6c4db8db43,-1,49.5,0,-1.0,-1,,,124705,-1,-1.0
12e6fbe1beccd8fe30157bccb86c40fa711f81cd2ab57ca0e0c1d1626ffc92a6,CIV.3.2_1,20.739,2,0.358,43642,5.26563,-3.59103,80251,1,7.0
12fbc4291c2e3be81e93fa50e2fc1eb7c2394a1afa8ad52d5759e3a400512159,CIV.1.1_1,21.514,3,1.633,11268,5.38055,-3.97156,29969,1,8.0
1339b2737b0db9f4cc65d973de6f9c5c4e216e95014446ca2e49c780a5e817e5,CIV.1.1_1,44.216,3,7.661,56064,5.35858,-3.97156,70635,1,8.0
13841cca282b548b0248b1a7a5b70fa027483be90bbdb9924e464d39fe5f278f,CIV.1.1_1,15.635,1,0.0,721,5.30782,-4.01092,89727,1,8.0
1421949b07cb7feec82d9da98bb2dd4dec92a08d122bf7086bb544724f0b9a57,CIV.1.1_1,0.0,1,-1.0,11481,5.38055,-4.0155,11481,1,8.0
1423e73953ea573b23314232b043ee19a90dd9f08fcef3651ce01363f661d3a8,CIV.2.2_1,34.247,2,54.939,4173,6.08913,-6.39992,63774,0,6.0
14c51941e528b5f98166e25a147f3fcedfc2e878675c83e1cd54b403896d121b,CIV.7.3_1,0.082,1,0.0,13175,6.11616,-3.86569,13175,1,7.0
14c582efdd4fdc120e73ace386a36228d81ba316165d227330c039f1ae63742b,CIV.1.1_1,0.0,1,-1.0,51574,5.33661,-4.11438,51574,1,8.0
14f2fe6abeec3ef42972faee3dca74f3affc05ba7b3aa192f5385d42fb9c2683,CIV.9.1_1,39.321,1,0.0,5108,6.88485,-6.45889,200127,1,7.0
14fd1324e38236dd72aa2379e11ad845bf2db6dd2620935c640a4ccb17d1999c,CIV.1.1_1,28.918,2,2.317,2406,5.36229,-4.07117,3632,1,8.0
155b736fd2696eb3f6aaac66a662e3fbbce0888470592398a3dc7962a3ccf5a4,CIV.3.1_1,0.002,1,-1.0,5388,7.11954,-3.20116,5388,1,7.0
15992703add3474b83719823d4c9a0a91f099d129580c4d1c239bb0a1f4e9c85,CIV.1.1_1,0.0,1,-1.0,89702,5.37506,-3.97156,89702,1,8.0
15afbb2fe2a9d71eb13b63c6f7415601e6592830ce9c37a9868ea7b9a97beb41,CIV.8.2_1,9.41,1,0.0,26116,6.74286,-7.34436,73070,1,7.0
1629875e9e938a040e9bc73ac257adfc03dd0038415dc068f7dc5dfa9764e53f,CIV.11.1_1,276.957,1,0.0,18731,7.73774,-5.04686,35539,1,7.0
1772ab42076e886efd425d23f756affb777155baecac538f81166eac6ceb9433,CIV.1.1_1,6.255,2,0.885,35585,5.37506,-4.0155,72150,1,8.0
1793deef2757687c3d2b514d734532c8d4de4776f3d5747d9a4c2cd45d5073b6,CIV.1.1_1,23.663,1,0.0,1302,5.25436,-3.89971,23595,1,8.0
179a470cec1eb77503e5e5e27f66edc110e71df898dbe0249c4ecb26e7724c79,CIV.1.1_1,23.313,2,0.34,31562,5.24387,-3.89658,65483,1,8.0
188c219c5c0e4da169e41a170a3ed4f31dd5255f92adc23f232e164b7002d131,CIV.1.1_1,22.961,3,2.068,10510,5.36957,-3.97156,27132,1,8.0
1892ec0c2b4ec7db5ecdfb7878b2a2c22b2928b760329d22d0905edfb767cf10,CIV.1.1_1,40.98,3,0.449,28192,5.36957,-3.96057,61697,1,8.0
18b2599cabfb87009087b21736ba6b640863b0ce4ba9cb003681a1df1d3ac8b6,CIV.1.1_1,6.087,1,0.0,32959,5.33113,-4.10102,32959,1,8.0
18c30d03e9d9cb7d04b5bb895650dec8700301b4928e1270566e9e282c6fa6c1,CIV.1.1_1,12.216,1,0.0,12780,5.2976,-3.96239,18551,1,8.0
18d49a020223940b5c86aecbda9190b44c946d4274fd9148c4465b626e1c5f85,CIV.1.1_1,1.127,1,0.0,1558,5.25552,-3.96648,2991,1,8.0
190e5ce3d4fa89b862b976413c3e4a61aff1702a7bbfda736f83f5d0fa2245c7,-1,36.046,0,-1.0,-1,,,31050,-1,-1.0
191e28c6b8471f33e494d5ae1a120f7103f8b82987ac908efe088c69ae77024d,-1,0.06,0,-1.0,-1,,,8852,-1,-1.0
1949d930f1f843bf8f89f4b879b67944da69a71449896e23738b4db79b609701,CIV.1.1_1,0.186,1,0.0,10934,5.35058,-4.1052,15332,1,8.0
194c995746db7338ac4d2f7bb2b1ecb03e4608dffe52390b219c7a213895fd11,-1,22.836,0,-1.0,-1,,,85537,-1,-1.0
1970ba1123bcdaf9fd1aed915887b3d48ed033283e6100cc562558837667f7ce,CIV.1.1_1,0.0,1,-1.0,67258,5.30914,-3.98254,67258,1,8.0
19a1321fc5b68cf00112401796dc468e56713d9378e8dcda950c9a91742f0e9a,-1,1.773,0,-1.0,-1,,,60258,-1,-1.0
19a63714334e159543a0d2cd95baf314582f4cb3f99cabeea86ed7c2e39b7277,CIV.1.1_1,14.358,1,0.0,16857,5.34103,-4.13139,64242,1,8.0
1ab02e3559c3f64886697383c8fb6da9a59e7f9b3a43ab7d75388055def24e31,CIV.10.2_1,15.711,2,0.147,14510,9.4659,-5.61446,64301,1,8.0
1ab17680ebf8a349d59f7b0dc000b5ffa6204663164a62ca1b2223561bb02461,-1,7.61,0,-1.0,-1,,,92105,-1,-1.0
1ab98f139206a11d628561caf6e1e6e933518c41106e2dedaf95e25d2fab27ad,CIV.1.1_1,0.378,1,0.0,20088,5.33661,-4.08142,20642,1,8.0
1abd708d334ada6ecd70793e85c4029f38b70bda605b616d04b7542ea40b272a,CIV.1.1_1,47.191,2,6.944,4293,5.29807,-3.97118,29242,1,8.0
1ad648c9ae1c11fed3232769fcccedfc8bd141d048bf5f7bac0549dbbc33b241,-1,4.725,0,-1.0,-1,,,24519,-1,-1.0
1ae739fbb6c12874e3505d5f1574264f5d016e797c5ecf233525dcedb0577037,CIV.14.2_1,2.681,2,0.455,13585,8.04923,-2.7997,20768,1,7.0
1b1e32f7569154b46c99fc0bcdf04166e66d1d108547e8d56f249a5ca77c24d0,CIV.1.1_1,17.601,1,0.0,1712,5.346,-3.94124,16577,1,8.0
1b48ac64ad4a132094d1bc32c5a20ef1c87bc9f804d0a2d40c9d6d9051bd32ec,CIV.1.1_1,18.087,1,0.0,7263,5.29804,-3.98618,11512,1,8.0
1ba64493484a57beeb338325dc5988dbdf8e0e228a10fe466b4fc5d05960612d,CIV.1.1_1,8.083,1,0.0,49798,5.36407,-3.99353,49798,1,8.0
1c306e270735990176361fdb0ce2ced461190fc08e16b12d9eafc104e178407a,CIV.3.2_1,14.457,1,0.0,32459,5.21491,-3.77612,32459,1,8.0
1c5d5558f9ac5c160864b37b2c2ed048012a55e43b7e955725c59828ff695644,CIV.1.1_1,3.546,4,0.323,36060,5.35065,-4.10805,74331,1,8.0
1c9234436095ddcded93ce57f88531b31d3ee1b225a09e54b41db316024e097c,CIV.2.3_1,30.733,6,2.472,5558,4.77396,-6.6583,56231,1,7.0
1d06e676722f3ef1d2d4ef36c532b1e08adaa93f0e816cad3de9cfa7b2499a0b,-1,17.034,0,-1.0,-1,,,72875,-1,-1.0
1d1f48374a7b102b9fc855cef75d9754b3cd9ff4b59b351ffe0487838e222546,CIV.1.1_1,0.077,1,-1.0,11276,5.38361,-3.94879,11276,1,8.0
1da5d8ac1b25b0f70a7f421c77090812b3010c38bfba60e98ac6428b9dc609dc,-1,1.903,0,-1.0,-1,,,53702,-1,-1.0
1dcc8289d4d52c1f57acc584470bdf606c255a3a6c2384c7d30826a4f41304ab,-1,38.271,0,-1.0,-1,,,35269,-1,-1.0
1dee0972a9014863219bbfb1e38b26f4d71d30268519eb948cd604ef33dbf2f9,CIV.1.1_1,0.013,1,0.0,59351,5.34265,-4.01306,59351,1,8.0
1e246e75732097222a5e2de1aad3f3c58f903286401c7057758fd8ebf705e9e8,-1,2.709,0,-1.0,-1,,,94079,-1,-1.0
1e3bc8acfbe36a62c9819859d784d586bdec39b97c1afec24524cb0ca0ea235c,CIV.1.1_1,0.0,1,0.0,27565,5.36957,-3.94958,27565,1,8.0
1eb35a4aa073051b3ee7895ee315e96fb75746de0a6121e99cfaafb36b4e0efe,CIV.8.3_1,244.692,3,1.097,2463,7.40273,-7.54812,17353,1,8.0
1ed3b9b331d43453a3c6b9bb18e20ba9263530234b292685ce58737ba35ac76f,-1,0.448,0,-1.0,-1,,,302,-1,-1.0
1f6f645a0ed18f273e1e2a0f175ecb664e52ba525ed473e038ff595bc4be31e4,CIV.1.1_1,131.406,1,0.0,871,5.35118,-4.09853,40823,1,8.0
1f7dd8912a7ef008ca8f923e32d88ec918192b178ba4e5863239005c323c2397,CIV.7.1_1,110.185,1,0.0,11782,5.86448,-4.76913,13252,1,7.0
1f8976f1a994819fe84eb86688e2ee511874fae5f3667b6d37750c9a7b520dbc,-1,0.0,0,-1.0,-1,,,0,-1,-1.0
1fd6faef8edf6c954bf14133200965dd3c796934d64d8707dd184bd6d2fcc9da,CIV.1.1_1,7.311,2,2.063,86375,5.33112,-4.04846,89661,1,8.0
1ff1ad7fc3cce169e2b0e898b47f46646183285bc64e4e0d6963938e9e3b9b32,CIV.1.1_1,0.382,1,0.0,26234,5.27504,-3.98026,61042,1,8.0
2013fd361cf87eab6b8a5330d042052387bab14651329e28828b9c44c7bf9625,-1,0.162,0,-1.0,-1,,,16320,-1,-1.0
212377d9221ad4a1c1481e844778b9fb0c20841394bfef2319f13c8b1907788f,CIV.1.1_1,6.426,1,0.0,58351,5.35858,-3.99353,145354,1,8.0
218eaa19bbf2b06bc5abbd31422ff0076b1ff890f7a60625a9d8fc76302256f9,CIV.8.1_1,32.74,1,0.0,4043,6.54681,-7.4987,45984,1,7.0
21e02431c0d9986f97b301ddce280fbc0e1e29059c27470e675e1b8ca8c700c7,CIV.8.2_1,281.597,1,0.0,2117,6.73117,-7.34685,89721,1,7.0
2207873924a589d72761ac6fe60a9a437c632477783286951815b829261d733d,-1,16.183,0,-1.0,-1,,,111966,-1,-1.0
2213f776ff440e58a9a510286a9c484d4801e5eb93c9200d38ae998ada2bb1be,CIV.1.1_1,0.0,1,-1.0,30849,5.30914,-4.0155,30849,1,8.0
22227a8c77d35126c02beed0d922c6fe52719c94415d5a5d8e5a87f9b3f68ff5,-1,8.3,0,-1.0,-1,,,58589,-1,-1.0
2291af4c21d66c1a13b3e90d35a6f15558a708b40aa7d4d1a7a9822e364c975a,CIV.1.1_1,89.701,2,12.002,37182,5.45197,-4.03748,68730,1,8.0
2292874c42ac287b9c50e450bd27576b97e50ada967557cc955b65bc0eeb23ef,CIV.1.1_1,2.592,1,0.0,71605,5.45197,-4.02649,73735,1,8.0
22a8c823c9f78347bd89763fe4f383fea904ce1ce7927ef5f0c3e24299b62d71,CIV.1.1_1,16.004,3,0.631,43807,5.3421,-4.09241,62592,1,8.0
22bfb572d09641992fab941c8a44a9dca1cb00102cd9f5a016c53d49ab7dad09,CIV.1.1_1,20.738,2,7.574,5736,5.34121,-4.06589,67473,1,8.0
22cb11e7b174919eb60179f8d8e89d5c2f91b96d7fceebf10e80b184435ce489,CIV.1.1_1,0.001,1,-1.0,1935,5.3218,-4.06184,1935,1,8.0
22dd42b724d7829d31e8ae484e0cbf1d059d21cbea34432618a99a9fefbd14a4,CIV.12.3_1,4.668,1,0.0,6088,8.06009,-6.77039,7030,0,5.0
233de69c882f135c78f767ee8c05874f89224b34f22ab449448c8104b064fd98,CIV.1.1_1,0.195,1,0.0,24324,5.31822,-4.11216,24991,1,8.0
2344428dcca7ac750bcc5462bb9421ad5261c70b2a85359eccbe800802fcf9d9,CIV.9.1_1,0.0,1,-1.0,45324,6.90216,-6.39954,45324,0,7.0
23a19ac96555138ea383ca02e6ab9f36019d84ae5c144ecb5339b3efa1637d8f,CIV.10.1_1,5.557,2,0.169,5561,9.52221,-6.47826,20570,1,6.0
23a1e07b66a24768278169d6cc87b71528b2ee55344292f23a283ff26ba1cd40,CIV.1.1_1,4.522,1,0.0,8678,5.3476,-4.0155,13495,1,8.0
23b89f03347d4a9614a10ff40949a39d0f5832c73579f23e0fe30c29ad4c4547,-1,0.0,0,-1.0,-1,,,0,-1,-1.0
23c167fdab146a9a9e903ee85968cad112a54d731243007ae268d2d7b35bf835,CIV.1.1_1,21.933,3,2.609,59745,5.38055,-4.00452,84216,1,8.0
23d72ec8cf18e4a924738ea8b9b54c10b695c5751b2173cb4ce48bdb991cdf8e,CIV.5.2_1,11.716,1,0.0,23934,5.83498,-5.34909,76911,1,7.0
23e4d7d06fe08c8c75e2d2183413ba9dff9e3c1d312edb7ff40f660a114f36f1,-1,62.973,0,-1.0,-1,,,50341,-1,-1.0
241b4548f66fb8e530c5beb2fad399b3f066fe08434cf660913f9b3bd1d48614,-1,2.053,0,-1.0,-1,,,13598,-1,-1.0
252e31cf58e5e3f894a4d90c5c7e0234cf130b2394f5dabc893011cbabb3288a,CIV.1.1_1,4.711,1,0.0,5559,5.29324,-3.95804,68794,1,8.0
253202a13d048409d412cd2187c4720410abd912ae0209a28e8e6dbfadeaed3b,CIV.1.1_1,1.171,2,0.432,17281,5.28168,-3.97156,29557,1,8.0
253e40f98c91390ee984242890d61041d1b212c202033783c11f32fd27591a89,CIV.3.2_1,2.046,2,0.026,4127,5.39381,-3.403,65653,0,7.0
267daeff8e519228bce683fdf4383e24ba0c07f23624eabe45b1186637823fea,-1,0.398,0,-1.0,-1,,,2776,-1,-1.0
269b27302cf8f6601e2aecff1c956d5adbd2365bb80976c6dee002116cc71875,CIV.1.1_1,62.654,1,0.0,1211,5.32494,-4.10681,47461,1,8.0
26af9298faea49bcebf386ca85bfce0c2461fc3dfd1fb9264e63cced8f68489b,CIV.1.1_1,5.851,3,0.346,63002,5.36407,-4.0155,74374,1,8.0
26b64d82b8c61a7207ad54a3a579088af9b51dad2dbcfed86d158a750a5aadd8,CIV.1.1_1,42.999,3,1.182,25564,5.36407,-3.99353,103671,1,8.0
26b700bb94cc5e2f258c63fd9f27d6c7b0d385c4db5bad22ded733f8a5196699,CIV.1.1_1,0.767,1,0.0,4537,5.31372,-4.11236,7017,1,8.0
26c66ca7d86953a41797266757ade57ee9abe587879dce234f2a7d0f2b8483e1,CIV.4.2_1,0.361,1,0.0,11840,9.81957,-7.56069,11840,0,6.0
271d958dc63d9f1b74db2c3dbf156cce53a95b9067fa1b274e696a482b9fe032,CIV.1.1_1,59.838,4,0.286,1385,5.32365,-4.05895,47122,1,8.0
273d42a30ef9305482058b28b0749766d7abd06c855c9ecf768016f5a9081421,CIV.1.1_1,0.526,1,0.0,66968,5.35384,-4.07348,84944,1,8.0
274405d667d6f55cb4e6a64476a670c200333fba920480ec8e7d20ea4f07709e,CIV.1.1_1,3.453,1,0.0,25943,5.3421,-3.99353,32082,1,8.0
27d1c050fb24aa2ff069d2446c04862811582683f0d3e7b014866b6afc449054,-1,0.0,0,-1.0,-1,,,0,-1,-1.0
281807066b4a5038d4c6d9ed333617b7f037cde9795ff3b0883df16a5a7328bc,CIV.1.1_1,78.945,2,3.931,13991,5.36875,-3.91076,266495,1,8.0
288918b0ba747b16107fc5d0a97919f219a766c778bdfcf47c5c416d8f4381ec,-1,0.0,0,-1.0,-1,,,0,-1,-1.0
288a86cfad2642d9137808045cb7b5f697ec997c809931c524f8fa19cad619f8,-1,13.782,0,-1.0,-1,,,55125,-1,-1.0
288abc261484f8b90b7188f9cee38e5a90ecc30f2aa191b97e7f93a3c36511ba,CIV.1.1_1,11.854,2,0.812,87136,5.3476,-4.04846,94812,1,8.0
28c659f20af9e5713898d846249ea2441d6a992346b007242bf9ffba67769ac4,CIV.1.1_1,8.823,2,0.432,90241,5.3421,-4.02649,143566,1,8.0
29122904e5d1537f6629ca8f2dc094cd67334c9bf74b0466149ce306ad2f2b29,CIV.1.1_1,19.684,1,0.0,700,5.36897,-3.93396,63971,1,8.0
29ff60a74f1b2f22c5195eb5e4cfaf48ca7f9f5f3d1ddee36e34848bdbdc2c12,-1,0.086,0,-1.0,-1,,,24247,-1,-1.0
2a0c176f5680f7acf2fcfd5b3ce6ed63e8f4769533dcfd5f4c17cfc8360e1ee0,CIV.1.1_1,22.239,2,7.867,2362,5.30823,-4.02094,3604,1,8.0
2a43a55b745dedf2f3e54e100616863a784629c90737399ec35a17cfb4656a5c,CIV.1.1_1,37.642,4,2.894,4733,5.32235,-4.0503,43562,1,8.0
2b9a1031b1da164781ecb26635344acf262ad6b288596bee054a93ae68e27cc5,CIV.1.1_1,31.227,2,18.178,39560,5.33661,-3.94958,40348,1,8.0
2be1c3cc26d6cb35baece9df492401eac8dd22e88e429ec13d7c66b484d0a25c,CIV.1.1_1,6.856,1,0.0,90507,5.44098,-4.02649,92517,1,8.0
2c144af9282e0818f5864b5f4c3feeb67621f3998660682bfde514bf8a616836,-1,0.0,0,-1.0,-1,,,0,-1,-1.0
2d0410ef08b3241ebaf2f0163b0b03cdf9ef90bc64656c696be44ea9aa47d465,CIV.1.1_1,27.546,2,0.29,30776,5.29517,-3.96402,109592,1,8.0
2d6945300768e23f549fa5b4fac59f3dc29c485aaa732e83c244bbffeac7b714,CIV.1.1_1,67.534,3,0.257,13520,5.34652,-4.01675,46095,1,8.0
2dc3569c3b68d573e0b5b49d235a243836c0dbb8eca5f0861406e339d2cc362b,CIV.1.1_1,80.945,3,9.216,52932,5.39154,-3.98254,80038,1,8.0
2dfc7a8ec129fb308e74ca146377dca68a619d84405c82525664e4d9ea4d0bbf,CIV.1.1_1,2.061,1,0.0,86671,5.29816,-3.96057,89551,1,8.0
2e2ec6698ee93a8354f30a228b672da29c1c3fcc7069a3c87f212dba9af103b4,CIV.1.1_1,39.889,1,0.0,2321,5.3543,-3.97709,44729,1,8.0
2e6d6e62faf322714177d1782019944ca8afb688e08f1710b2ffc1a7cb0dd3bb,CIV.3.2_1,1.4,1,0.0,47941,5.22135,-3.72907,47941,1,7.0
